id_aluno,etapa_ensino,evasao,idade,sexo,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,problemas_de_saude,gravidez_na_adolescencia,necessita_assistencia_social,infraestrutura_escolar,pontuacao_risco,evasao_confirmada
1304,7° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,88.8,6.6,Muito baixo,7124.12,2.6,False,False,False,False,Boa,0.32424677187948353,False
1305,9° EF,False,7,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,93.3,8.4,Médio,9097.73,2.1,True,True,False,False,Boa,0.1628407460545194,False
1306,2° EM,False,7,Masculino,False,False,True,False,Parda,Rural,Aprovado,False,89.3,1.9,Médio,1796.62,2.2,False,False,False,True,Boa,0.657819225251076,True
1307,9° EF,False,8,Feminino,True,True,True,True,Branca,Urbana,Aprovado,False,91.0,6.3,Baixo,6336.29,2.9,False,False,False,False,Boa,0.32998565279770453,False
1308,1° EM,False,16,Outro,False,True,False,False,Parda,Urbana,Aprovado,False,87.4,6.1,Médio,5574.81,1.1,False,False,False,False,Boa,0.37015781922525104,False
1309,5° EF,False,15,Feminino,False,True,False,False,Branca,Urbana,Reprovado,False,92.6,6.3,Alto,6006.6,0.9,False,True,False,False,Ruim,0.31850789096126264,True
1310,1° EM,False,7,Masculino,False,True,True,False,Branca,Urbana,Evadido,False,97.0,5.6,Alto,1321.41,2.1,False,False,False,True,Ruim,0.3371592539454807,False
1311,2° EF,False,7,Masculino,False,True,True,False,Branca,Urbana,Em andamento,True,72.8,6.6,Médio,8761.66,2.1,False,False,False,False,Regular,0.4390243902439025,False
1312,2° EM,False,10,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,76.6,8.0,Médio,1820.53,2.7,True,False,False,True,Ruim,0.31133428981348643,False
1313,7° EF,False,9,Outro,False,True,True,False,Branca,Urbana,Evadido,False,91.9,8.3,Baixo,3591.75,1.8,False,True,False,False,Boa,0.18005738880918215,False
1314,1° EM,False,18,Masculino,True,True,True,True,Parda,Urbana,Aprovado,False,85.3,7.4,Alto,3518.56,1.2,False,False,False,False,Boa,0.29196556671449064,True
1315,6° EF,False,16,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,82.8,9.6,Médio,6986.57,2.6,False,False,False,False,Ruim,0.15208034433285514,False
1316,8° EF,False,8,Masculino,False,True,False,False,Não declarada,Rural,Aprovado,False,79.6,8.9,Médio,6490.66,3.3,False,False,True,False,Boa,0.2252510760401722,False
1317,7° EF,False,7,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,89.5,7.7,Baixo,1631.71,2.4,False,False,False,True,Boa,0.24031563845050216,True
1318,9° EF,False,13,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,84.5,9.6,Muito alto,2333.45,0.5,False,False,True,False,Boa,0.13988522238163562,False
1319,2° EF,False,6,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,88.2,9.1,Médio,3681.96,2.3,False,False,False,False,Boa,0.14921090387374464,True
1320,1° EF,False,17,Feminino,True,True,True,False,Preta,Urbana,Reprovado,False,98.6,8.3,Baixo,6755.19,0.1,False,False,False,False,Ruim,0.13199426111908177,True
1321,3° EF,False,11,Feminino,False,False,False,False,Parda,Rural,Reprovado,False,93.5,7.0,Médio,8550.79,2.0,False,False,False,True,Boa,0.2618364418938307,False
1322,2° EF,False,8,Feminino,True,True,True,False,Branca,Urbana,Reprovado,False,94.4,1.7,Médio,3655.56,0.0,False,False,False,False,Regular,0.6355810616929699,False
1323,2° EM,True,11,Masculino,True,True,False,True,Parda,Rural,Evadido,True,63.4,5.2,Baixo,1796.52,2.6,False,False,False,False,Regular,0.6068866571018651,False
1324,3° EF,False,9,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,84.0,6.5,Baixo,4111.27,2.5,False,True,False,True,Boa,0.3658536585365854,False
1325,3° EM,False,11,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,76.6,9.3,Alto,5744.29,1.7,True,False,False,False,Regular,0.21807747489239598,False
1326,5° EF,False,15,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,99.0,5.1,Baixo,6148.0,3.1,False,False,False,False,Regular,0.35868005738880926,True
1327,3° EF,False,14,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,91.9,9.5,Alto,5273.22,2.2,False,False,False,False,Ruim,0.09397417503586798,False
1328,1° EM,False,12,Feminino,False,True,True,False,Branca,Urbana,Evadido,False,68.6,9.3,Médio,4242.16,0.9,False,False,False,False,Boa,0.2754662840746055,False
1329,8° EF,False,13,Masculino,True,True,True,False,Parda,Urbana,Aprovado,True,87.5,4.6,Médio,8156.37,2.9,False,False,False,False,Boa,0.4770444763271163,False
1330,6° EF,False,15,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,82.3,5.2,Médio,7535.33,2.7,False,True,False,False,Ruim,0.47130559540889533,True
1331,7° EF,False,7,Feminino,False,True,True,False,Branca,Urbana,Evadido,False,88.9,6.2,Muito baixo,9102.48,3.3,True,False,False,False,Boa,0.3522238163558106,False
1332,9° EF,False,9,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,79.6,5.4,Médio,4430.96,2.7,False,False,False,False,Ruim,0.4763271162123386,False
1333,3° EF,False,8,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,73.3,8.2,Baixo,1448.41,2.5,False,False,False,True,Ruim,0.3206599713055955,False
1334,3° EM,False,10,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,83.9,7.8,Médio,6334.6,1.0,False,False,False,False,Boa,0.2733142037302726,False
1335,3° EM,False,10,Feminino,False,True,False,True,Preta,Urbana,Aprovado,False,83.2,8.3,Médio,7387.86,2.8,False,False,False,True,Boa,0.24246771879483495,False
1336,8° EF,False,9,Feminino,False,True,True,False,Parda,Urbana,Aprovado,True,92.6,7.3,Baixo,8611.0,1.9,False,False,False,True,Boa,0.24677187948350077,True
1337,3° EF,False,18,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,87.4,5.6,Alto,1222.06,2.8,False,False,False,True,Ruim,0.406025824964132,True
1338,9° EF,False,7,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,83.1,7.2,Muito alto,8154.77,4.2,False,False,False,False,Regular,0.3220946915351507,False
1339,1° EF,False,13,Masculino,True,True,True,False,Preta,Urbana,Aprovado,False,89.5,8.5,Muito alto,5260.8,3.2,True,False,False,False,Regular,0.1829268292682927,False
1340,1° EF,False,11,Outro,False,True,False,False,Parda,Urbana,Reprovado,False,74.5,5.6,Alto,4128.87,2.3,False,True,False,False,Boa,0.49856527977044485,False
1341,4° EF,False,11,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,91.4,8.8,Médio,2909.52,2.1,False,False,False,False,Ruim,0.1477761836441893,False
1342,6° EF,False,9,Feminino,True,True,True,False,Branca,Urbana,Aprovado,True,78.4,2.3,Médio,7632.69,1.6,False,False,True,False,Boa,0.7073170731707317,False
1343,2° EM,False,15,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,82.8,7.7,Baixo,4040.52,0.3,False,False,False,False,Boa,0.28837876614060265,False
1344,9° EF,False,14,Masculino,False,True,False,False,Branca,Urbana,Evadido,False,82.9,7.3,Muito baixo,5961.23,2.0,False,False,False,True,Regular,0.3163558106169297,False
1345,9° EF,False,7,Masculino,True,True,False,False,Branca,Urbana,Evadido,False,87.3,9.3,Alto,5220.35,1.5,False,False,False,False,Boa,0.1413199426111908,False
1346,6° EF,False,9,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,98.5,8.9,Alto,3238.27,2.3,True,False,False,False,Ruim,0.08967001434720227,False
1347,5° EF,False,10,Masculino,False,True,True,True,Parda,Urbana,Reprovado,False,84.0,7.1,Baixo,7422.6,1.5,True,False,False,False,Boa,0.3228120516499283,False
1348,5° EF,False,13,Feminino,False,True,False,True,Branca,Urbana,Em andamento,False,82.8,4.9,Médio,3517.57,2.2,False,False,False,False,Boa,0.4892395982783358,False
1349,3° EM,False,6,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,79.3,3.2,Baixo,7418.87,3.2,False,False,False,True,Ruim,0.6362984218077475,True
1350,1° EF,False,8,Masculino,False,True,False,False,Preta,Urbana,Evadido,False,85.6,5.4,Muito baixo,4405.82,2.2,False,False,False,True,Regular,0.43328550932568155,True
1351,2° EM,False,9,Feminino,False,True,True,True,Branca,Urbana,Aprovado,False,79.8,9.5,Médio,1379.35,0.9,False,False,False,False,Boa,0.18077474892395984,False
1352,7° EF,False,12,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,78.0,6.8,Baixo,7260.25,1.2,False,False,False,False,Boa,0.387374461979914,False
1353,6° EF,False,8,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,95.9,6.1,Médio,8311.83,2.7,False,False,False,True,Boa,0.3091822094691535,False
1354,9° EF,False,14,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,73.0,4.4,Médio,2094.8,2.8,False,False,False,True,Regular,0.5954088952654233,True
1355,6° EF,False,15,Masculino,False,True,True,False,Branca,Rural,Reprovado,False,92.5,7.1,Médio,5807.12,1.1,False,False,False,False,Regular,0.26183644189383076,False
1356,2° EM,False,19,Feminino,False,False,True,False,Parda,Urbana,Aprovado,False,80.5,9.8,Baixo,1711.72,2.0,False,False,False,True,Boa,0.1542324246771879,False
1357,2° EM,False,10,Masculino,False,False,True,False,Branca,Urbana,Aprovado,False,66.7,5.1,Alto,7758.42,2.9,False,False,False,False,Regular,0.59038737446198,False
1358,6° EF,False,13,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,94.4,6.3,Baixo,9019.16,3.7,True,False,False,False,Regular,0.3055954088952654,False
1359,4° EF,False,7,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,92.3,8.0,Médio,5087.36,2.2,False,False,False,False,Ruim,0.19870875179340033,True
1360,8° EF,False,9,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,84.2,7.1,Baixo,3639.0,1.8,False,False,True,False,Boa,0.32137733142037306,False
1361,2° EM,False,7,Masculino,False,False,True,False,Não declarada,Urbana,Aprovado,False,75.0,6.9,Médio,7884.93,1.6,False,False,False,False,Boa,0.4017216642754663,True
1362,3° EF,False,17,Feminino,False,True,True,True,Parda,Urbana,Aprovado,False,84.9,7.4,Alto,5293.03,2.1,False,False,False,False,Boa,0.2948350071736011,False
1363,8° EF,False,9,Feminino,False,True,False,False,Branca,Rural,Reprovado,False,79.7,6.7,Muito baixo,4720.74,3.4,False,False,False,True,Regular,0.3823529411764706,True
1364,8° EF,False,10,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,97.9,8.0,Baixo,2956.35,2.1,True,False,False,False,Regular,0.15853658536585363,False
1365,9° EF,False,17,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,88.6,9.2,Baixo,6052.63,2.5,False,False,False,False,Boa,0.13916786226685807,True
1366,2° EF,False,11,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,98.8,5.5,Médio,5975.27,0.6,True,False,False,False,Ruim,0.3314203730272598,False
1367,9° EF,False,7,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,84.6,8.8,Médio,3235.71,3.6,False,False,False,False,Boa,0.19655667144906744,False
1368,2° EM,False,12,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,89.2,9.4,Alto,2825.56,3.3,False,False,False,False,Ruim,0.12051649928263984,False
1369,3° EF,False,7,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,80.1,8.7,Médio,4637.31,1.7,False,False,False,True,Regular,0.23601147776183656,True
1370,3° EF,False,17,Masculino,True,False,True,True,Parda,Urbana,Aprovado,False,94.7,7.9,Médio,4735.02,1.9,False,False,False,True,Boa,0.18866571018651357,False
1371,3° EM,False,6,Masculino,False,True,False,False,Não declarada,Urbana,Aprovado,False,71.8,5.5,Baixo,2163.58,3.2,False,False,False,False,Boa,0.5251076040172168,True
1372,3° EF,False,18,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,92.2,7.5,Médio,3341.19,4.9,False,False,True,False,Regular,0.23529411764705882,True
1373,2° EM,False,9,Masculino,True,True,True,False,Preta,Urbana,Aprovado,False,85.6,6.7,Baixo,2418.34,0.3,False,False,False,False,Ruim,0.3400286944045911,False
1374,6° EF,False,9,Masculino,False,False,True,False,Parda,Urbana,Reprovado,False,89.7,6.2,Muito baixo,8329.15,1.5,False,False,True,False,Regular,0.3464849354375896,False
1375,3° EF,False,8,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,90.0,6.0,Médio,1732.31,1.6,False,False,False,False,Boa,0.3586800573888092,True
1376,2° EM,False,9,Masculino,False,True,False,False,Parda,Urbana,Em andamento,False,92.5,7.7,Baixo,8148.2,3.0,False,False,False,True,Ruim,0.21879483500717362,True
1377,6° EF,False,15,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,80.5,5.9,Muito alto,5349.7,2.4,False,False,False,False,Boa,0.4340028694404591,False
1378,7° EF,False,16,Feminino,False,True,False,False,Parda,Rural,Aprovado,False,88.7,8.9,Muito baixo,6445.87,1.5,False,False,False,False,Boa,0.15997130559540887,True
1379,5° EF,False,13,Outro,False,True,False,True,Branca,Rural,Aprovado,False,86.4,5.1,Médio,8503.06,0.6,False,True,True,False,Boa,0.4490674318507891,False
1380,8° EF,False,9,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,82.9,5.7,Baixo,4053.65,3.0,True,True,False,False,Regular,0.43113342898134865,True
1381,3° EF,False,11,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,87.9,5.5,Baixo,6743.34,1.8,False,False,False,True,Ruim,0.4096126255380201,False
1382,5° EF,False,18,Masculino,True,True,True,False,Preta,Rural,Aprovado,True,98.5,8.9,Muito alto,6496.72,0.8,False,False,False,False,Regular,0.08967001434720227,False
1383,3° EM,False,18,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,98.4,8.8,Médio,9022.26,1.3,False,False,False,True,Boa,0.09756097560975602,False
1384,4° EF,False,16,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,82.8,5.6,Médio,1506.67,1.6,False,True,False,True,Ruim,0.4390243902439025,False
1385,8° EF,False,16,Outro,False,True,False,False,Branca,Urbana,Evadido,False,96.6,0.2,Muito baixo,4771.87,1.7,False,False,False,False,Ruim,0.7274031563845053,True
1386,4° EF,False,15,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,96.4,5.4,Baixo,9031.89,1.0,False,False,False,False,Boa,0.3558106169296986,False
1387,1° EM,False,12,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,81.9,5.3,Muito baixo,3754.47,1.0,False,False,False,True,Regular,0.4670014347202296,False
1388,2° EF,False,8,Feminino,True,False,True,False,Parda,Urbana,Aprovado,False,90.1,6.1,Muito alto,8841.34,4.4,False,False,False,False,Regular,0.3507890961262554,False
1389,3° EM,False,8,Masculino,True,True,True,False,Indígena,Urbana,Reprovado,False,96.2,0.8,Médio,7653.39,2.3,False,False,False,False,Boa,0.6872309899569583,True
1390,6° EF,False,14,Feminino,False,False,True,False,Branca,Urbana,Evadido,False,88.3,8.4,Médio,3845.77,1.6,False,False,False,False,Regular,0.19870875179340033,True
1391,3° EF,False,10,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,85.1,3.1,Baixo,1371.54,2.4,False,False,False,True,Boa,0.601865136298422,False
1392,1° EF,False,7,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,91.2,9.6,Alto,3375.37,2.2,False,False,False,False,Boa,0.09182209469153517,False
1393,3° EF,False,9,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,79.4,5.5,Baixo,2126.17,1.1,False,False,False,False,Boa,0.47058823529411764,False
1394,7° EF,False,6,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,79.0,7.6,Baixo,4556.7,0.1,False,False,False,True,Boa,0.3228120516499283,True
1395,5° EF,False,12,Masculino,True,True,True,False,Parda,Urbana,Evadido,False,95.3,5.3,Médio,8632.84,1.5,False,False,False,False,Ruim,0.3708751793400288,True
1396,1° EM,False,12,Outro,False,True,True,False,Parda,Urbana,Aprovado,False,71.9,8.1,Alto,5227.93,1.8,False,False,False,False,Boa,0.33787661406025826,False
1397,6° EF,False,15,Feminino,False,True,True,False,Não declarada,Urbana,Aprovado,False,94.6,3.2,Muito alto,4708.64,1.9,False,False,False,False,Boa,0.5265423242467719,True
1398,3° EF,False,17,Feminino,True,False,False,False,Branca,Urbana,Aprovado,True,83.1,6.3,Baixo,2860.24,0.2,True,False,False,False,Regular,0.38665710186513635,False
1399,8° EF,False,19,Masculino,True,True,True,False,Parda,Urbana,Aprovado,True,87.6,7.6,Baixo,6095.85,4.5,False,False,False,False,Regular,0.26111908177905313,True
1400,9° EF,False,6,Masculino,False,True,False,False,Parda,Urbana,Aprovado,True,88.9,7.4,Médio,4771.37,4.4,False,False,False,True,Regular,0.2661406025824964,False
1401,3° EF,False,12,Masculino,False,True,False,True,Branca,Urbana,Aprovado,False,93.7,2.2,Muito baixo,7302.43,2.4,False,True,False,True,Regular,0.6047345767575323,True
1402,3° EF,False,8,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,96.5,0.7,Baixo,5255.89,2.0,False,False,False,True,Regular,0.6922525107604018,False
1403,1° EF,False,8,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,94.6,6.6,Baixo,8210.55,1.4,False,False,False,False,Boa,0.2826398852223817,True
1404,9° EF,False,15,Masculino,False,True,False,False,Preta,Urbana,Aprovado,False,89.5,5.2,Muito baixo,7384.57,2.6,False,True,False,False,Boa,0.41965566714490676,True
1405,8° EF,False,14,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,84.5,6.5,Baixo,2296.41,1.9,False,False,False,False,Boa,0.3622668579626973,True
1406,6° EF,False,13,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,88.6,0.2,Médio,2224.12,3.3,False,False,False,True,Boa,0.7847919655667147,True
1407,1° EM,False,8,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,70.4,9.4,Baixo,1333.62,2.9,False,False,False,True,Ruim,0.2553802008608321,False
1408,1° EM,False,14,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,81.8,6.3,Muito baixo,4082.55,1.1,False,False,False,True,Regular,0.39598278335724535,False
1409,7° EF,False,11,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,85.0,1.6,Médio,1575.03,1.3,False,True,False,False,Ruim,0.7101865136298422,False
1410,2° EM,False,6,Feminino,False,True,False,True,Parda,Urbana,Evadido,False,83.8,2.0,Médio,4728.12,3.0,False,False,False,False,Ruim,0.6901004304160689,False
1411,3° EF,False,13,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,76.0,9.0,Médio,3064.39,2.7,False,False,False,True,Boa,0.24390243902439024,False
1412,2° EF,False,12,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,72.8,7.6,Baixo,5113.25,0.9,False,False,False,False,Regular,0.3672883787661407,True
1413,4° EF,False,6,Masculino,False,True,True,False,Branca,Rural,Evadido,False,86.3,6.8,Médio,2401.99,1.5,False,True,False,False,Boa,0.32783357245337164,False
1414,1° EF,False,8,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,74.7,6.0,Alto,5519.63,1.8,False,True,False,False,Boa,0.46843615494978474,False
1415,7° EF,False,16,Masculino,True,True,True,False,Branca,Urbana,Aprovado,True,83.0,6.5,Muito baixo,8847.48,2.0,False,False,True,True,Regular,0.37302725968436157,True
1416,3° EM,False,6,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,87.5,8.5,Baixo,6221.84,1.9,True,False,False,False,Ruim,0.19727403156384504,False
1417,1° EF,False,18,Masculino,True,True,True,True,Branca,Urbana,Evadido,False,80.7,8.4,Muito baixo,5640.86,2.9,False,False,False,False,Boa,0.2532281205164993,False
1418,2° EF,False,12,Masculino,False,True,True,False,Não declarada,Urbana,Aprovado,False,75.0,2.3,Baixo,7424.7,2.1,False,False,False,False,Regular,0.7317073170731708,True
1419,6° EF,False,6,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,86.5,5.7,Baixo,1183.8,2.1,False,False,False,False,Boa,0.40530846484935446,True
1420,3° EM,False,8,Feminino,True,True,False,False,Parda,Urbana,Reprovado,True,86.9,9.2,Baixo,3392.27,1.2,True,False,False,True,Ruim,0.15136298421807748,True
1421,4° EF,False,12,Masculino,False,True,False,False,Branca,Rural,Aprovado,False,97.4,4.2,Médio,9011.34,2.2,False,False,False,False,Boa,0.4347202295552367,False
1422,7° EF,False,12,Masculino,False,False,True,False,Parda,Urbana,Em andamento,False,77.6,9.6,Baixo,7381.41,2.0,False,False,False,False,Boa,0.1893830703012913,True
1423,1° EF,False,11,Feminino,False,False,True,False,Branca,Urbana,Em andamento,False,90.4,7.4,Alto,1859.35,1.5,False,False,True,True,Ruim,0.2553802008608321,True
1424,2° EF,False,12,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,83.8,6.5,Médio,3743.18,0.8,True,False,False,True,Ruim,0.3672883787661407,False
1425,3° EM,False,15,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,77.4,7.6,Baixo,4647.67,3.3,False,False,False,False,Regular,0.33428981348637016,False
1426,3° EM,False,9,Feminino,False,True,True,False,Preta,Rural,Aprovado,True,85.6,7.0,Médio,8593.45,3.8,True,False,False,False,Ruim,0.31850789096126264,False
1427,1° EF,False,13,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,86.4,5.6,Médio,5814.71,2.2,False,False,False,True,Ruim,0.4131994261119082,True
1428,3° EM,False,8,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,84.9,7.9,Baixo,1755.34,3.4,False,False,False,False,Regular,0.2589670014347202,False
1429,8° EF,False,7,Masculino,False,True,True,False,Branca,Rural,Reprovado,False,93.7,6.6,Baixo,5199.67,2.2,False,False,False,False,Boa,0.2890961262553802,False
1430,2° EM,True,8,Feminino,False,False,True,False,Não declarada,Urbana,Evadido,False,84.7,6.5,Baixo,989.18,1.6,False,False,False,True,Boa,0.36083213773314204,True
1431,6° EF,False,8,Feminino,False,True,False,False,Parda,Urbana,Reprovado,False,78.5,0.4,Muito baixo,3840.81,2.3,False,False,False,True,Boa,0.8428981348637016,True
1432,7° EF,False,12,Feminino,False,True,False,False,Não declarada,Urbana,Reprovado,False,79.3,8.0,Baixo,2050.79,1.7,False,False,False,False,Regular,0.2919655667144907,False
1433,6° EF,False,8,Masculino,True,True,False,False,Indígena,Urbana,Aprovado,False,86.3,7.8,Baixo,4798.34,2.5,True,True,False,False,Regular,0.2560975609756098,False
1434,8° EF,False,11,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,83.9,8.8,Baixo,6479.08,3.6,False,False,False,False,Boa,0.20157819225251067,True
1435,2° EF,False,12,Masculino,False,True,True,False,Não declarada,Urbana,Aprovado,False,94.9,8.6,Médio,7197.43,1.5,False,False,False,False,Regular,0.1370157819225251,False
1436,1° EF,False,12,Feminino,False,True,False,True,Branca,Urbana,Reprovado,False,99.9,3.4,Médio,6685.67,2.4,True,False,False,False,Boa,0.47417503586800575,False
1437,4° EF,False,17,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,79.7,9.7,Baixo,6407.52,2.9,True,False,False,False,Ruim,0.1671449067431851,True
1438,9° EF,False,7,Masculino,True,True,False,False,Branca,Urbana,Reprovado,False,93.6,5.8,Alto,8072.1,3.4,True,False,False,True,Ruim,0.34720229555236737,False
1439,3° EF,False,17,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,90.3,9.0,Baixo,3790.33,3.0,False,False,False,False,Boa,0.14131994261119085,False
1440,9° EF,False,15,Feminino,True,True,True,False,Branca,Urbana,Em andamento,False,91.1,9.8,Baixo,2850.96,0.9,False,False,False,False,Boa,0.0781922525107604,False
1441,3° EM,False,8,Feminino,False,False,True,False,Branca,Urbana,Aprovado,False,82.4,8.6,Médio,1852.74,0.9,False,True,False,False,Boa,0.2266857962697274,False
1442,2° EF,False,16,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,76.1,5.6,Baixo,2461.04,2.8,False,False,False,False,Boa,0.48708751793400296,True
1443,9° EF,False,13,Feminino,False,True,False,False,Parda,Urbana,Reprovado,False,88.9,8.2,Baixo,2330.92,1.6,True,False,True,True,Boa,0.20875179340028696,False
1444,6° EF,False,11,Feminino,False,True,True,False,Preta,Urbana,Reprovado,False,90.4,6.5,Muito alto,8417.29,1.0,False,False,False,True,Regular,0.31994261119081774,False
1445,2° EM,False,6,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,98.8,3.6,Baixo,2579.17,3.2,True,False,False,False,Boa,0.4677187948350073,True
1446,3° EF,False,15,Feminino,True,True,False,False,Branca,Rural,Aprovado,False,91.7,9.2,Médio,1888.68,1.6,False,False,False,False,Boa,0.11692969870875183,False
1447,9° EF,False,13,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,86.8,9.2,Baixo,4331.73,3.6,True,False,False,False,Boa,0.1520803443328552,False
1448,1° EM,False,11,Feminino,True,False,True,True,Parda,Urbana,Aprovado,False,99.8,9.8,Baixo,2492.18,1.6,False,False,False,False,Ruim,0.015781922525107576,False
1449,3° EM,False,7,Feminino,True,True,True,False,Branca,Urbana,Evadido,False,85.2,9.3,Médio,2180.79,1.3,False,True,False,False,Ruim,0.1563845050215207,False
1450,9° EF,False,11,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,79.1,9.6,Muito alto,4029.9,1.9,False,False,False,False,Regular,0.17862266857962703,False
1451,6° EF,False,11,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,90.5,8.7,Baixo,8472.22,2.8,False,False,False,True,Ruim,0.16140602582496416,False
1452,8° EF,False,18,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,82.4,6.3,Médio,1382.13,2.3,True,False,False,False,Boa,0.3916786226685796,True
1453,2° EM,True,12,Masculino,True,True,True,True,Preta,Urbana,Evadido,False,88.8,9.9,Muito baixo,710.02,4.9,False,False,True,False,Boa,0.08751793400286943,False
1454,7° EF,False,17,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,86.4,9.6,Médio,7713.27,2.2,False,False,False,True,Ruim,0.12625538020086083,False
1455,1° EF,False,8,Masculino,False,True,False,False,Parda,Rural,Aprovado,True,78.5,6.6,Baixo,3095.35,1.8,False,False,False,False,Boa,0.39813486370157825,False
1456,3° EM,False,9,Feminino,False,False,True,False,Parda,Rural,Aprovado,False,78.2,3.4,Baixo,4657.46,3.5,False,False,False,False,Boa,0.629842180774749,False
1457,9° EF,False,12,Feminino,False,True,True,False,Amarela,Urbana,Reprovado,True,91.2,8.1,Baixo,1925.35,2.6,True,False,False,False,Boa,0.19942611190817794,False
1458,9° EF,False,9,Feminino,True,False,False,False,Parda,Urbana,Aprovado,False,85.0,8.6,Baixo,7481.55,1.6,False,False,False,False,Ruim,0.20803443328550936,False
1459,3° EF,False,11,Masculino,False,True,True,False,Branca,Urbana,Evadido,False,84.9,7.2,Alto,7013.27,2.2,True,False,True,False,Regular,0.3091822094691535,False
1460,8° EF,False,19,Masculino,False,True,True,False,Amarela,Rural,Reprovado,False,90.4,8.2,Alto,2160.81,2.2,False,False,False,True,Ruim,0.19799139167862267,True
1461,5° EF,False,18,Masculino,False,True,False,False,Parda,Rural,Aprovado,False,81.1,0.6,Muito baixo,8700.16,1.8,False,False,False,False,Boa,0.8098995695839314,True
