id_aluno,evasao,sexo,idade,etapa_ensino,renda_familiar,nivel_socioeconomico,frequencia_escolar,notas_medias,repetente,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
241,True,Masculino,10,2ª série EM,984.34,N2,78.7,6.9,False,True,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,1.3,False,Moderado,Boa,Insuficiente,Alta,Boa,0.37801648028251916,True
242,False,Feminino,10,6º ano,713.91,N4,51.5,6.1,False,False,False,False,False,False,Alto,Bom,Média,True,Baixa,True,2.6,False,Moderado,Ruim,Completa,Alta,Ruim,0.3862566215420835,False
243,True,Feminino,20,2ª série EM,655.92,N6,56.7,5.5,False,False,False,False,False,False,Alto,Ruim,Média,False,Média,False,4.8,False,Alto,Boa,Parcial,Alta,Boa,0.3897881106533255,True
244,False,Feminino,14,8º ano,1036.92,N6,91.5,5.8,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,1.5,True,Moderado,Boa,Parcial,Alta,Ruim,0.22292525014714537,True
245,True,Outro,18,8º ano,379.75,N7,91.9,7.7,False,False,False,False,False,False,Alto,Regular,Alta,True,Média,False,2.4,False,Moderado,Boa,Completa,Média,Ruim,0.1372866391995291,False
246,True,Masculino,11,9º ano,943.31,N4,70.2,10.1,False,False,True,False,False,False,Alto,Regular,Alta,False,Alta,True,2.3,False,Moderado,Regular,Completa,Alta,Regular,0.12713360800470866,False
247,True,Feminino,14,2ª série EM,627.19,N6,96.9,7.3,False,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,3.5,False,Alto,Regular,Completa,Média,Boa,0.13287227781047675,True
248,False,Feminino,11,2ª série EM,734.32,N3,67.8,6.2,False,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,1.5,False,Baixo,Boa,Parcial,Média,Boa,0.30988816951147735,True
249,True,Feminino,12,8º ano,1078.52,N5,63.0,7.5,False,False,False,True,False,False,Alto,Bom,Média,False,Alta,False,2.2,False,Alto,Regular,Parcial,Média,Regular,0.2736904061212478,False
250,False,Feminino,18,3ª série EM,652.91,N5,54.2,5.3,True,False,True,False,False,False,Alto,Regular,Baixa,False,Média,False,1.8,False,Alto,Boa,Parcial,Alta,Boa,0.5567981165391406,False
251,False,Feminino,17,3ª série EM,692.97,N3,65.8,8.4,False,True,False,False,False,False,Alto,Regular,Baixa,False,Alta,False,2.1,False,Alto,Ruim,Insuficiente,Média,Boa,0.3687463213655092,False
252,True,Masculino,18,2ª série EM,370.58,N1,60.0,6.8,True,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,0.4,False,Moderado,Boa,Completa,Média,Boa,0.4649793996468511,False
253,True,Masculino,15,3ª série EM,406.19,N2,54.9,5.3,False,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,1.3,False,Moderado,Boa,Parcial,Alta,Regular,0.40656268393172457,False
254,True,Feminino,17,7º ano,584.95,N5,82.3,6.2,False,False,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,0.1,False,Baixo,Boa,Completa,Alta,Ruim,0.24587992937021777,False
255,True,Feminino,11,7º ano,941.37,N2,84.2,4.7,False,True,False,False,False,False,Médio,Regular,Alta,False,Média,False,2.8,False,Moderado,Boa,Parcial,Baixa,Boa,0.4508534432018835,True
256,False,Feminino,18,8º ano,896.69,N6,67.9,7.8,True,False,False,False,False,False,Baixo,Bom,Média,False,Média,False,2.0,True,Baixo,Boa,Completa,Média,Ruim,0.3859623307828134,False
257,True,Feminino,16,6º ano,976.08,N7,97.7,5.5,False,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,2.6,False,Moderado,Boa,Completa,Média,Regular,0.20879929370217776,False
258,False,Masculino,17,5º ano,843.62,N7,82.8,7.7,False,True,False,True,False,False,Alto,Regular,Média,False,Alta,False,1.7,False,Moderado,Boa,Completa,Alta,Boa,0.3246027074749853,True
259,False,Masculino,22,5º ano,411.97,N5,97.5,4.2,False,False,False,False,False,False,Médio,Ruim,Média,False,Baixa,False,2.4,False,Alto,Ruim,Completa,Média,Boa,0.2670688640376692,False
260,False,Feminino,18,1ª série EM,529.5,N3,81.6,8.6,True,False,False,False,False,False,Médio,Ruim,Baixa,False,Média,False,3.2,True,Moderado,Regular,Completa,Média,Boa,0.29017068864037676,False
261,True,Feminino,22,6º ano,794.19,N4,73.3,9.1,True,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.4,True,Moderado,Boa,Completa,Alta,Boa,0.30473808122424956,True
262,False,Feminino,10,3ª série EM,396.78,N7,50.3,7.0,False,True,False,False,False,False,Médio,Ruim,Média,True,Alta,False,1.8,True,Moderado,Regular,Parcial,Média,Boa,0.49896998234255446,True
263,False,Feminino,15,8º ano,706.23,N2,68.2,6.5,False,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,3.1,False,Alto,Regular,Completa,Baixa,Boa,0.2948793407886992,False
264,False,Feminino,13,6º ano,611.8,N3,63.4,8.0,False,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,1.5,False,Baixo,Regular,Parcial,Média,Boa,0.24985285462036494,False
265,False,Masculino,10,9º ano,929.19,N3,68.9,7.1,False,False,True,False,False,False,Alto,Bom,Alta,False,Alta,True,3.5,True,Alto,Regular,Parcial,Alta,Ruim,0.26530311948204827,False
266,True,Outro,14,1ª série EM,251.9,N4,96.6,4.1,False,False,True,False,True,False,Alto,Regular,Baixa,False,Alta,False,1.4,False,Baixo,Boa,Completa,Alta,Boa,0.5697469099470277,True
267,False,Masculino,14,2ª série EM,928.28,N6,75.4,7.7,False,False,False,True,False,False,Médio,Regular,Média,False,Alta,False,2.8,True,Moderado,Boa,Completa,Média,Ruim,0.21012360211889344,False
268,False,Masculino,20,7º ano,319.81,N5,83.0,6.8,False,False,False,False,False,False,Alto,Bom,Baixa,False,Média,False,2.7,False,Moderado,Regular,Completa,Média,Ruim,0.21630370806356683,True
269,False,Feminino,20,2ª série EM,184.18,N5,68.6,5.5,True,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,0.1,True,Alto,Ruim,Parcial,Média,Boa,0.48440258975868167,False
270,False,Feminino,15,2ª série EM,421.09,N7,64.4,7.9,False,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.8,True,Moderado,Regular,Completa,Baixa,Ruim,0.24985285462036486,True
271,False,Feminino,12,5º ano,898.09,N6,63.7,7.3,True,False,False,False,False,False,Alto,Bom,Baixa,False,Média,False,0.6,False,Moderado,Boa,Completa,Média,Boa,0.42657445556209544,True
272,True,Feminino,11,1ª série EM,575.89,N3,50.3,5.5,True,True,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,2.2,False,Alto,Regular,Completa,Baixa,Boa,0.7123307828134197,True
273,True,Masculino,11,9º ano,502.65,N1,57.1,7.3,False,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,2.1,False,Alto,Regular,Completa,Baixa,Boa,0.30856386109476164,True
274,True,Masculino,11,6º ano,1283.08,N6,58.5,5.9,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,0.1,True,Alto,Boa,Completa,Baixa,Regular,0.3641848145968216,False
275,False,Feminino,19,2ª série EM,591.65,N2,56.3,5.9,False,False,False,True,False,False,Médio,Regular,Alta,False,Alta,False,1.3,False,Alto,Regular,Completa,Alta,Regular,0.3738964096527369,False
276,True,Masculino,19,1ª série EM,295.82,N2,77.3,1.2,False,False,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,1.8,False,Moderado,Boa,Completa,Alta,Boa,0.48866980576809893,False
277,True,Feminino,17,7º ano,387.47,N1,88.8,7.4,False,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,0.1,False,Alto,Boa,Completa,Média,Regular,0.16421424367274867,False
278,False,Masculino,14,5º ano,184.2,N1,73.8,4.8,False,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,3.1,False,Alto,Regular,Completa,Média,Ruim,0.34520306062389644,False
279,False,Masculino,17,8º ano,351.42,N5,77.0,7.9,False,False,False,True,False,False,Alto,Bom,Média,True,Baixa,False,2.8,True,Alto,Regular,Completa,Média,Ruim,0.1942319011183049,False
280,True,Feminino,14,1ª série EM,743.36,N5,82.8,7.5,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,2.7,False,Baixo,Boa,Completa,Baixa,Ruim,0.18628605061801062,False
281,False,Feminino,15,1ª série EM,603.61,N5,78.7,5.4,False,False,False,False,False,False,Médio,Regular,Média,False,Média,False,3.0,False,Alto,Ruim,Parcial,Alta,Boa,0.2970865214832254,True
282,True,Feminino,22,2ª série EM,309.58,N6,61.5,4.5,False,False,False,False,True,False,Alto,Bom,Alta,True,Média,False,3.4,False,Alto,Boa,Completa,Alta,Ruim,0.7070335491465568,True
283,False,Feminino,12,3ª série EM,641.72,N3,60.7,5.4,False,True,False,False,False,False,Baixo,Regular,Alta,False,Média,True,2.0,True,Moderado,Boa,Completa,Alta,Boa,0.5236904061212478,True
284,False,Feminino,17,8º ano,491.59,N5,55.2,6.2,False,False,False,False,False,False,Baixo,Ruim,Alta,False,Alta,False,1.4,True,Alto,Boa,Parcial,Média,Regular,0.3655091230135374,True
285,True,Feminino,14,3ª série EM,668.29,N1,85.8,7.0,False,False,False,False,False,False,Baixo,Regular,Alta,False,Baixa,False,2.9,True,Baixo,Ruim,Parcial,Baixa,Boa,0.19511477339611535,False
286,True,Feminino,13,5º ano,1739.41,N6,88.3,7.9,False,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,2.6,False,Alto,Boa,Completa,Alta,Regular,0.14434961742201294,False
287,False,Feminino,14,1ª série EM,251.53,N3,73.3,3.6,False,True,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,1.2,False,Alto,Boa,Completa,Média,Boa,0.5475279576221307,True
288,False,Feminino,21,6º ano,1517.49,N4,80.2,6.0,True,False,False,False,False,True,Médio,Regular,Alta,False,Média,False,1.8,False,Baixo,Regular,Completa,Baixa,Boa,0.411124190700412,False
289,True,Masculino,20,9º ano,881.0,N4,87.4,6.9,False,False,False,False,False,False,Alto,Bom,Baixa,False,Média,False,1.9,False,Moderado,Boa,Completa,Média,Boa,0.1924661565626839,False
290,True,Feminino,20,6º ano,733.26,N6,92.6,6.2,False,False,False,False,False,False,Baixo,Regular,Alta,False,Média,False,2.5,False,Alto,Regular,Completa,Média,Regular,0.20041200706297824,False
291,True,Feminino,19,9º ano,997.27,N6,87.7,4.7,False,False,False,False,False,False,Alto,Regular,Alta,True,Alta,True,1.8,False,Moderado,Ruim,Completa,Alta,Regular,0.28825779870512064,False
292,True,Masculino,15,2ª série EM,483.79,N5,84.1,4.5,False,True,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,0.3,False,Moderado,Boa,Completa,Média,Boa,0.4601236021188935,False
293,False,Masculino,14,9º ano,990.53,N2,57.8,3.8,False,False,False,False,False,False,Baixo,Regular,Média,False,Alta,False,2.2,False,Moderado,Regular,Insuficiente,Média,Regular,0.4599764567392584,True
294,True,Feminino,11,6º ano,1654.61,N1,97.4,5.8,False,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,4.9,False,Moderado,Boa,Completa,Média,Regular,0.19688051795173628,False
295,False,Masculino,11,1ª série EM,1737.23,N5,83.7,8.1,False,False,False,False,False,True,Alto,Ruim,Alta,True,Média,False,2.0,False,Baixo,Boa,Completa,Média,Boa,0.15582695703354915,True
296,False,Feminino,17,9º ano,1010.4,N7,66.7,6.0,False,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,3.5,False,Baixo,Regular,Parcial,Média,Regular,0.3235726898175397,False
297,False,Masculino,13,2ª série EM,524.23,N5,56.7,6.7,False,False,False,False,False,False,Baixo,Regular,Média,False,Média,False,1.3,False,Alto,Regular,Parcial,Alta,Boa,0.33681577398469686,False
298,True,Feminino,18,5º ano,360.76,N7,83.6,0.2,False,True,False,False,False,False,Baixo,Bom,Média,False,Média,False,2.6,True,Moderado,Boa,Parcial,Média,Boa,0.6521483225426722,False
299,False,Outro,15,5º ano,351.66,N1,76.2,6.7,False,False,False,True,False,False,Alto,Regular,Alta,False,Alta,False,1.7,False,Moderado,Boa,Completa,Baixa,Regular,0.2507357268981754,True
300,False,Feminino,18,6º ano,411.62,N5,80.7,7.3,False,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,2.7,False,Alto,Ruim,Completa,Média,Boa,0.20438493231312538,False
301,False,Feminino,19,5º ano,888.27,N5,50.2,7.2,False,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,4.2,False,Moderado,Ruim,Completa,Média,Ruim,0.34343731606827543,False
302,True,Masculino,22,2ª série EM,532.44,N3,50.2,8.6,True,False,True,False,False,False,Baixo,Bom,Alta,False,Alta,False,0.2,True,Alto,Regular,Parcial,Alta,Regular,0.4287816362566215,False
303,False,Feminino,12,1ª série EM,404.68,N5,92.8,7.6,False,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,1.4,False,Moderado,Ruim,Completa,Média,Boa,0.1377280753384344,False
304,False,Feminino,10,5º ano,607.31,N4,75.9,4.3,False,True,False,True,False,False,Baixo,Ruim,Baixa,False,Média,False,0.2,False,Moderado,Boa,Parcial,Média,Boa,0.5051500882872277,True
305,True,Masculino,11,8º ano,900.97,N1,87.5,2.8,True,False,False,False,False,False,Alto,Ruim,Alta,True,Baixa,False,0.0,False,Moderado,Regular,Parcial,Média,Boa,0.5201589170100059,False
306,True,Feminino,19,5º ano,667.0,N2,58.8,5.8,False,True,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,1.2,True,Alto,Boa,Parcial,Média,Boa,0.5144202472042378,False
307,True,Masculino,21,5º ano,1278.05,N5,68.8,8.0,False,False,True,False,False,False,Alto,Bom,Média,True,Alta,False,2.8,True,Baixo,Boa,Completa,Baixa,Regular,0.22601530311948206,False
308,True,Masculino,17,8º ano,606.07,N7,78.4,6.8,False,True,False,False,False,False,Alto,Bom,Média,False,Média,False,1.5,False,Moderado,Boa,Completa,Alta,Boa,0.3837551500882873,False
309,False,Feminino,15,6º ano,430.86,N3,90.4,7.6,True,True,False,False,False,False,Alto,Regular,Alta,False,Alta,True,2.9,False,Moderado,Regular,Completa,Alta,Regular,0.44261330194231896,False
310,True,Feminino,13,8º ano,1242.25,N2,63.0,4.7,True,True,False,False,False,False,Alto,Regular,Baixa,False,Média,False,0.8,False,Alto,Regular,Completa,Média,Boa,0.6915832842848735,True
311,True,Masculino,19,1ª série EM,530.95,N5,60.6,4.6,True,True,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,2.2,False,Moderado,Boa,Parcial,Alta,Boa,0.7065921130076516,True
312,False,Feminino,20,5º ano,1153.53,N7,56.0,7.8,False,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,3.2,False,Alto,Boa,Completa,Média,Regular,0.29134785167745736,True
313,True,Masculino,11,3ª série EM,406.48,N6,71.8,4.7,True,False,False,False,False,False,Alto,Ruim,Média,False,Baixa,False,1.9,False,Moderado,Boa,Insuficiente,Alta,Boa,0.5055915244261331,False
314,False,Masculino,19,5º ano,277.39,N1,52.5,5.0,True,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,3.4,False,Baixo,Regular,Completa,Alta,Regular,0.5775456150676869,False
315,True,Masculino,14,6º ano,484.55,N1,76.4,6.0,False,True,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,1.0,False,Moderado,Boa,Insuficiente,Alta,Boa,0.427898763978811,False
316,False,Masculino,10,5º ano,364.8,N2,73.1,5.0,False,False,False,False,False,False,Baixo,Bom,Média,True,Alta,True,0.8,False,Alto,Regular,Parcial,Alta,Boa,0.33946439081812835,True
317,True,Masculino,12,7º ano,437.49,N5,73.3,7.7,True,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,1.6,False,Baixo,Regular,Parcial,Alta,Boa,0.366539140670983,False
318,False,Masculino,11,7º ano,451.36,N7,55.2,3.4,False,False,True,False,False,False,Baixo,Bom,Média,False,Média,False,3.2,False,Moderado,Boa,Parcial,Média,Boa,0.4891112419070041,False
319,False,Feminino,10,2ª série EM,864.59,N1,98.6,8.6,False,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.5,False,Moderado,Regular,Completa,Baixa,Ruim,0.06798116539140675,False
320,False,Feminino,11,7º ano,640.68,N7,62.2,6.2,True,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,1.6,False,Baixo,Ruim,Completa,Média,Boa,0.48175397292525013,True
321,True,Feminino,19,1ª série EM,968.08,N1,64.5,8.8,False,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,1.7,False,Alto,Regular,Completa,Média,Boa,0.20968216597998818,False
322,True,Feminino,17,1ª série EM,1407.18,N2,73.4,4.4,True,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.1,True,Moderado,Regular,Parcial,Média,Ruim,0.5117716303708064,True
323,False,Feminino,21,2ª série EM,429.09,N7,80.5,8.4,False,True,False,False,False,False,Médio,Bom,Baixa,True,Média,False,1.0,False,Alto,Boa,Completa,Alta,Ruim,0.3038552089464391,False
324,True,Feminino,20,9º ano,572.62,N4,53.1,7.4,False,False,True,False,False,False,Alto,Ruim,Média,True,Alta,False,2.4,True,Alto,Regular,Completa,Alta,Boa,0.3218069452619188,True
325,False,Masculino,15,1ª série EM,405.17,N2,54.7,5.2,True,False,False,True,False,False,Médio,Ruim,Média,False,Média,False,1.3,False,Alto,Ruim,Parcial,Baixa,Boa,0.5590052972336669,False
326,True,Feminino,18,5º ano,1108.31,N5,70.4,8.0,False,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,0.6,False,Alto,Boa,Completa,Alta,Ruim,0.21895232489699823,False
327,True,Masculino,22,6º ano,675.87,N5,84.2,8.1,False,True,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,2.3,False,Alto,Boa,Parcial,Média,Boa,0.3007651559741024,False
328,True,Feminino,16,9º ano,651.69,N2,52.2,8.7,False,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.1,False,Alto,Ruim,Completa,Média,Boa,0.26839317245438493,False
329,False,Feminino,13,6º ano,994.5,N5,74.4,7.0,False,False,True,False,False,False,Médio,Regular,Média,False,Alta,False,1.0,True,Alto,Regular,Completa,Alta,Regular,0.2454384932313125,False
330,True,Masculino,19,3ª série EM,682.58,N1,72.9,7.7,True,False,False,False,False,False,Médio,Regular,Baixa,False,Alta,False,1.6,True,Alto,Regular,Parcial,Alta,Boa,0.3683048852266039,False
331,True,Masculino,19,5º ano,677.01,N3,56.3,5.3,False,False,False,False,False,True,Alto,Regular,Alta,True,Média,False,3.4,True,Moderado,Ruim,Completa,Baixa,Boa,0.40038257798705124,True
332,True,Masculino,17,5º ano,649.71,N6,65.3,5.1,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.3,False,Moderado,Ruim,Completa,Baixa,Ruim,0.3694820482636846,False
333,True,Feminino,12,7º ano,769.33,N4,60.1,9.0,False,False,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,0.8,False,Moderado,Regular,Completa,Alta,Regular,0.22027663331371394,False
334,False,Feminino,18,6º ano,666.95,N5,64.6,6.0,False,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.4,False,Alto,Boa,Completa,Média,Boa,0.3328428487345498,True
335,False,Feminino,12,7º ano,1195.11,N7,90.6,6.2,False,False,False,False,False,False,Alto,Bom,Baixa,True,Alta,False,3.5,False,Moderado,Boa,Parcial,Alta,Ruim,0.209240729841083,False
336,True,Masculino,16,1ª série EM,811.54,N3,87.9,4.1,True,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,1.5,True,Baixo,Boa,Parcial,Alta,Boa,0.461006474396704,True
337,False,Masculino,22,7º ano,544.95,N7,74.6,4.6,False,False,True,False,False,False,Baixo,Bom,Baixa,False,Alta,False,2.2,True,Alto,Regular,Completa,Média,Regular,0.3505002942907593,True
338,True,Feminino,11,5º ano,989.24,N5,61.8,7.3,False,False,False,False,False,False,Médio,Bom,Alta,True,Média,False,1.8,False,Baixo,Boa,Parcial,Média,Regular,0.2878163625662154,True
339,False,Feminino,12,1ª série EM,451.57,N1,99.3,2.8,False,False,False,False,False,False,Alto,Bom,Baixa,True,Baixa,False,0.3,True,Baixo,Regular,Completa,Baixa,Ruim,0.32092407298410836,False
340,False,Masculino,20,8º ano,516.43,N4,53.6,7.8,True,False,False,True,False,False,Médio,Bom,Alta,False,Baixa,False,3.3,False,Baixo,Regular,Completa,Média,Boa,0.4490876986462626,True
341,False,Feminino,10,1ª série EM,1129.79,N2,75.4,5.7,False,False,False,False,False,False,Baixo,Ruim,Baixa,True,Alta,False,2.1,False,Alto,Boa,Completa,Média,Boa,0.2984108298999411,False
342,True,Feminino,13,5º ano,1553.38,N2,56.1,6.6,False,False,False,False,True,False,Médio,Bom,Baixa,False,Alta,False,1.6,False,Moderado,Boa,Parcial,Média,Boa,0.6381695114773396,True
343,False,Feminino,10,1ª série EM,674.83,N1,53.7,8.0,False,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,0.1,False,Alto,Boa,Completa,Alta,Regular,0.292672160094173,False
344,False,Masculino,17,5º ano,502.42,N3,62.2,5.3,False,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,1.2,False,Moderado,Regular,Insuficiente,Baixa,Regular,0.3743378457916421,False
345,True,Masculino,22,6º ano,1054.17,N2,89.5,7.9,False,False,False,True,True,False,Médio,Bom,Alta,False,Alta,False,1.2,False,Baixo,Ruim,Completa,Baixa,Regular,0.433343143025309,True
346,True,Feminino,14,2ª série EM,1513.52,N7,66.4,7.6,False,False,False,False,False,False,Baixo,Bom,Média,False,Média,False,1.7,False,Alto,Regular,Parcial,Baixa,Boa,0.2542672160094173,False
347,False,Masculino,20,1ª série EM,793.4,N6,58.1,6.1,False,False,False,False,False,True,Baixo,Ruim,Média,False,Alta,False,1.0,False,Moderado,Ruim,Completa,Baixa,Boa,0.3571218363743378,True
348,True,Masculino,18,9º ano,1110.01,N4,84.6,6.1,False,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,1.2,False,Alto,Boa,Parcial,Alta,Boa,0.2401412595644497,False
349,False,Outro,12,5º ano,413.73,N3,78.9,10.0,False,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,2.6,False,Alto,Regular,Completa,Média,Regular,0.09314302530900527,False
350,True,Masculino,15,1ª série EM,387.04,N1,96.0,4.9,False,False,False,False,False,False,Baixo,Ruim,Baixa,False,Alta,False,1.7,True,Moderado,Boa,Completa,Média,Regular,0.24278987639788113,True
351,True,Masculino,19,3ª série EM,571.91,N5,97.4,8.4,True,False,False,False,False,False,Médio,Regular,Baixa,False,Baixa,False,2.9,True,Alto,Boa,Completa,Média,Ruim,0.2292525014714538,False
352,True,Feminino,14,3ª série EM,1021.62,N4,98.4,6.7,False,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,0.4,False,Alto,Ruim,Parcial,Alta,Boa,0.15273690406121246,True
353,False,Masculino,13,2ª série EM,731.58,N4,80.9,6.3,False,False,False,False,False,False,Baixo,Ruim,Baixa,False,Alta,False,1.4,True,Moderado,Boa,Completa,Alta,Ruim,0.2476456739258387,False
354,False,Feminino,22,3ª série EM,750.86,N7,90.0,8.2,True,False,False,False,False,False,Alto,Regular,Média,True,Alta,False,0.9,False,Moderado,Ruim,Completa,Alta,Boa,0.27074749852854624,True
355,True,Feminino,11,3ª série EM,958.78,N3,72.5,6.8,False,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,2.9,False,Moderado,Boa,Completa,Baixa,Regular,0.26265450264861684,False
356,True,Feminino,14,7º ano,1013.67,N5,61.2,9.1,False,False,False,False,False,False,Baixo,Bom,Média,False,Alta,False,2.4,False,Moderado,Boa,Parcial,Baixa,Boa,0.21100647439670392,False
357,True,Masculino,16,3ª série EM,253.42,N5,84.7,8.0,False,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,2.2,False,Moderado,Regular,Completa,Média,Ruim,0.15582695703354915,False
358,False,Feminino,14,2ª série EM,649.2,N7,88.6,6.3,True,False,True,False,False,False,Médio,Bom,Alta,False,Baixa,False,2.7,True,Alto,Regular,Completa,Alta,Regular,0.3608004708652149,False
359,True,Feminino,13,6º ano,331.37,N6,79.5,6.7,False,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,2.8,False,Alto,Boa,Insuficiente,Média,Regular,0.2361683343143025,False
360,False,Masculino,15,2ª série EM,756.86,N7,59.0,4.0,False,False,True,False,False,False,Baixo,Regular,Média,False,Alta,False,2.1,False,Moderado,Regular,Completa,Média,Boa,0.44585050029429074,False
361,True,Masculino,13,7º ano,412.04,N3,69.4,8.9,False,False,False,False,False,False,Alto,Ruim,Baixa,False,Média,False,1.7,False,Alto,Boa,Completa,Média,Boa,0.1836374337845791,False
362,True,Masculino,20,8º ano,1290.5,N1,70.8,5.0,False,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,2.1,True,Alto,Regular,Completa,Alta,Ruim,0.3496174220129488,True
363,True,Feminino,22,9º ano,895.55,N6,81.8,8.9,False,False,False,False,False,False,Baixo,Ruim,Alta,False,Média,False,1.6,False,Moderado,Boa,Parcial,Média,Ruim,0.12889935256032958,False
364,True,Masculino,21,6º ano,686.69,N1,59.3,6.5,False,False,False,False,False,False,Baixo,Regular,Baixa,True,Alta,False,1.4,False,Alto,Boa,Completa,Baixa,Ruim,0.33416715715126544,False
365,True,Masculino,14,9º ano,823.24,N4,76.0,7.7,False,False,False,False,False,False,Médio,Ruim,Média,True,Baixa,True,3.3,True,Alto,Regular,Parcial,Média,Boa,0.20747498528546202,True
366,False,Masculino,16,3ª série EM,638.74,N5,84.5,7.6,False,False,False,False,False,False,Baixo,Regular,Baixa,True,Alta,True,1.0,False,Moderado,Ruim,Parcial,Alta,Regular,0.17436727486756917,False
367,False,Feminino,12,8º ano,248.92,N2,89.7,5.9,False,False,False,False,False,False,Baixo,Regular,Média,True,Média,True,0.4,False,Alto,Boa,Parcial,Baixa,Ruim,0.22645673925838727,False
368,True,Feminino,19,6º ano,763.16,N6,53.4,6.5,False,False,False,False,True,False,Alto,Regular,Alta,False,Alta,False,1.5,False,Alto,Ruim,Completa,Alta,Boa,0.6545026486168335,True
369,True,Feminino,18,3ª série EM,218.33,N7,91.6,4.7,False,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,1.4,True,Moderado,Boa,Completa,Alta,Regular,0.2710417892878164,True
370,True,Masculino,18,9º ano,346.21,N5,78.7,6.1,False,True,False,False,False,False,Médio,Bom,Alta,False,Média,False,2.6,False,Alto,Boa,Completa,Média,Boa,0.4133313713949382,False
371,True,Masculino,20,9º ano,1039.16,N2,79.5,5.6,False,False,False,False,False,False,Baixo,Ruim,Baixa,True,Alta,False,0.3,True,Baixo,Boa,Completa,Alta,Boa,0.2847263095938788,False
372,False,Feminino,20,1ª série EM,435.43,N6,81.6,6.0,False,True,False,False,False,False,Baixo,Ruim,Alta,False,Alta,False,3.3,False,Moderado,Boa,Parcial,Alta,Ruim,0.4049440847557387,True
373,False,Feminino,21,2ª série EM,798.41,N5,92.4,8.3,False,False,False,False,False,False,Baixo,Bom,Alta,True,Baixa,False,0.9,False,Baixo,Ruim,Parcial,Alta,Ruim,0.10859329017068858,True
374,True,Masculino,22,9º ano,1031.3,N2,69.1,7.4,False,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,2.5,False,Alto,Regular,Completa,Média,Boa,0.25117716303708065,False
