id_aluno,etapa_ensino,evasao,idade,sexo,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,problemas_de_saude,gravidez_na_adolescencia,necessita_assistencia_social,infraestrutura_escolar,evasao_confirmada
9133,7° EF,False,7,Masculino,True,True,True,False,Branca,Urbana,Reprovado,False,83.0,6.1,Baixo,5662.59,4.2,True,False,False,False,Boa,False
9134,4° EF,False,8,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,89.3,6.4,Muito alto,1475.94,0.9,False,False,False,False,Ruim,False
9135,1° EM,False,19,Masculino,False,True,False,False,Branca,Rural,Aprovado,False,95.9,9.8,Muito baixo,2891.98,2.8,False,False,False,False,Boa,False
9136,7° EF,False,16,Masculino,False,True,False,False,Preta,Urbana,Evadido,False,89.6,1.7,Baixo,2570.62,2.0,False,False,False,False,Ruim,False
9137,8° EF,False,11,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,80.9,5.8,Alto,1213.99,1.6,False,False,False,False,Boa,False
9138,4° EF,False,14,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,95.9,7.5,Alto,727.87,0.6,False,False,False,True,Boa,False
9139,6° EF,False,6,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,90.0,9.2,Baixo,1981.36,4.2,False,False,False,True,Regular,False
9140,8° EF,False,7,Masculino,False,True,False,True,Branca,Urbana,Aprovado,False,81.4,9.5,Baixo,1673.72,1.2,False,False,False,True,Regular,False
9141,5° EF,False,18,Outro,False,True,True,False,Parda,Urbana,Aprovado,False,89.3,9.1,Médio,2113.63,2.6,False,False,False,True,Ruim,False
9142,3° EF,False,18,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,91.7,5.9,Médio,153.09,1.4,False,False,False,False,Boa,False
9143,3° EM,False,15,Masculino,True,True,True,False,Não declarada,Urbana,Aprovado,True,91.8,8.7,Médio,871.61,3.2,False,False,False,False,Ruim,False
9144,7° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,92.8,5.4,Muito alto,5393.08,1.0,False,False,False,False,Boa,False
9145,9° EF,False,13,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,96.9,9.2,Muito alto,728.2,3.7,False,False,False,False,Boa,False
9146,5° EF,False,15,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,95.1,6.3,Médio,1403.6,1.0,True,False,False,False,Boa,False
9147,5° EF,False,7,Masculino,True,True,True,False,Parda,Urbana,Aprovado,True,90.3,9.8,Baixo,4260.11,2.2,False,False,False,False,Boa,False
9148,5° EF,False,16,Feminino,False,True,True,False,Branca,Urbana,Em andamento,False,70.7,6.1,Muito baixo,1275.51,2.1,False,False,False,False,Ruim,False
9149,5° EF,False,6,Feminino,False,True,True,False,Amarela,Urbana,Evadido,False,93.3,9.2,Médio,6504.55,1.7,False,False,False,True,Boa,False
9150,7° EF,False,12,Feminino,False,True,True,False,Indígena,Urbana,Reprovado,False,99.2,8.5,Alto,892.16,1.1,False,False,False,True,Ruim,False
9151,7° EF,False,6,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,83.5,6.7,Médio,2956.05,1.7,False,False,False,False,Boa,False
9152,6° EF,False,12,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,90.3,8.8,Baixo,11170.59,2.2,False,True,False,False,Ruim,False
9153,2° EF,False,8,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,93.8,8.4,Médio,1397.41,0.9,False,False,False,False,Boa,False
9154,6° EF,False,15,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,90.9,0.7,Médio,1519.21,1.2,False,False,False,True,Boa,False
9155,3° EF,False,11,Feminino,False,True,False,True,Parda,Urbana,Reprovado,True,97.6,4.0,Muito baixo,1413.21,0.8,False,False,False,False,Boa,False
9156,2° EF,False,12,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,87.4,6.6,Muito baixo,1901.07,2.0,False,True,False,True,Boa,False
9157,3° EM,False,8,Feminino,False,True,True,True,Preta,Urbana,Reprovado,False,88.7,7.9,Alto,1034.0,4.1,False,False,False,False,Boa,False
9158,8° EF,False,8,Masculino,False,True,False,False,Branca,Rural,Evadido,False,71.5,5.9,Médio,439.49,2.1,False,True,False,True,Regular,False
9159,8° EF,False,6,Feminino,False,True,False,False,Não declarada,Urbana,Reprovado,False,97.0,5.8,Médio,1455.75,1.0,False,False,False,False,Boa,False
9160,5° EF,False,13,Feminino,True,False,True,True,Parda,Urbana,Evadido,False,82.3,5.7,Médio,1859.88,2.0,False,False,False,False,Regular,False
9161,2° EM,False,6,Masculino,True,False,False,False,Parda,Urbana,Aprovado,False,99.3,2.5,Baixo,744.88,2.7,False,False,False,True,Boa,False
9162,8° EF,False,11,Feminino,False,True,False,False,Parda,Urbana,Evadido,False,80.5,8.5,Alto,1292.25,2.4,False,False,False,False,Ruim,False
9163,1° EM,False,13,Masculino,False,True,True,False,Preta,Urbana,Evadido,False,82.0,7.2,Médio,1504.7,2.7,False,False,False,False,Regular,False
9164,5° EF,False,6,Feminino,False,True,True,False,Parda,Rural,Evadido,False,87.7,1.3,Médio,974.41,0.4,False,False,False,True,Boa,False
9165,3° EM,False,13,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,91.4,5.1,Médio,2666.09,2.6,False,False,False,False,Regular,False
9166,1° EM,True,15,Feminino,True,True,True,False,Parda,Rural,Evadido,False,73.4,6.5,Muito baixo,899.99,3.5,False,False,False,False,Regular,True
9167,2° EM,False,19,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,84.6,3.6,Médio,1508.88,1.1,False,False,False,True,Ruim,False
9168,3° EF,False,10,Feminino,True,True,True,True,Parda,Rural,Reprovado,False,88.9,5.6,Médio,905.81,4.3,True,False,False,False,Boa,False
9169,4° EF,False,18,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,98.6,6.2,Muito alto,962.03,0.2,False,False,False,True,Boa,False
9170,4° EF,False,7,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,98.8,8.3,Baixo,869.78,3.5,False,False,False,False,Boa,False
9171,4° EF,False,17,Masculino,False,True,False,True,Branca,Urbana,Aprovado,False,84.1,5.3,Baixo,1251.24,1.6,False,False,False,False,Boa,False
9172,2° EM,False,16,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,91.8,9.0,Muito alto,1326.33,1.8,True,False,False,False,Boa,False
9173,1° EF,False,11,Outro,False,True,False,False,Preta,Urbana,Evadido,True,92.7,9.3,Muito baixo,2411.18,2.4,False,False,False,True,Ruim,False
9174,1° EF,False,12,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,91.3,5.7,Baixo,3316.95,0.3,False,False,False,False,Regular,False
9175,4° EF,False,10,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,76.9,6.0,Médio,1566.51,4.8,False,False,False,False,Boa,False
9176,3° EF,False,18,Feminino,True,True,False,False,Preta,Urbana,Aprovado,False,88.8,0.9,Médio,533.84,2.2,True,False,False,False,Regular,False
9177,3° EF,False,15,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,93.6,5.1,Baixo,2758.54,0.6,False,True,False,False,Boa,False
9178,1° EM,False,13,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,80.4,7.8,Médio,5606.4,1.7,False,False,False,True,Regular,False
9179,7° EF,False,12,Feminino,False,True,True,False,Preta,Urbana,Evadido,False,84.6,9.5,Alto,596.82,1.9,True,False,False,False,Ruim,False
9180,1° EF,False,8,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,80.5,9.3,Alto,2098.38,2.2,True,False,False,True,Boa,False
9181,6° EF,False,8,Masculino,False,True,False,False,Preta,Urbana,Reprovado,False,96.6,7.7,Médio,1502.6,1.2,False,False,False,True,Boa,False
9182,5° EF,False,9,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,95.9,7.2,Muito alto,1579.09,3.2,True,False,False,False,Regular,False
9183,2° EF,False,19,Outro,False,True,True,False,Branca,Rural,Evadido,False,79.3,4.1,Médio,2186.91,3.2,True,False,False,False,Boa,False
9184,9° EF,False,16,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,93.6,8.9,Médio,1465.5,4.0,False,True,False,True,Regular,False
9185,9° EF,True,19,Feminino,False,True,True,False,Parda,Urbana,Evadido,False,71.5,5.2,Baixo,1262.27,3.4,False,False,False,True,Boa,True
9186,9° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,92.0,6.4,Alto,1215.57,3.2,False,False,False,True,Regular,False
9187,9° EF,False,19,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,87.9,2.6,Médio,2763.17,3.7,False,False,False,True,Regular,False
9188,1° EF,False,8,Masculino,False,True,False,False,Parda,Urbana,Evadido,False,87.4,7.4,Médio,1181.0,0.2,False,False,False,False,Boa,False
9189,3° EM,False,18,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,96.5,7.1,Médio,3112.57,4.3,False,False,False,False,Boa,False
9190,1° EM,False,11,Masculino,False,True,True,False,Não declarada,Rural,Aprovado,False,90.9,9.5,Médio,2481.37,2.8,False,False,False,False,Regular,False
9191,2° EM,False,12,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,81.5,7.9,Baixo,2543.3,1.3,False,False,False,False,Boa,False
9192,1° EF,False,10,Feminino,False,True,True,True,Preta,Rural,Aprovado,False,76.8,8.6,Alto,5048.41,1.8,False,False,False,True,Regular,False
9193,3° EM,False,12,Masculino,True,True,False,False,Indígena,Urbana,Aprovado,False,97.9,5.3,Médio,1486.66,1.5,False,False,False,False,Regular,False
9194,1° EM,False,19,Masculino,True,True,True,False,Preta,Urbana,Aprovado,False,78.7,9.0,Baixo,1212.59,0.8,False,False,False,False,Boa,False
9195,1° EM,False,11,Masculino,False,True,False,False,Branca,Urbana,Evadido,False,93.0,7.2,Alto,51.43,3.4,False,True,False,True,Regular,False
9196,2° EF,False,13,Feminino,False,True,False,True,Parda,Urbana,Aprovado,False,87.9,4.2,Muito alto,5082.88,4.0,False,True,False,False,Regular,False
9197,9° EF,False,16,Masculino,True,True,False,True,Parda,Urbana,Reprovado,False,78.1,8.7,Baixo,429.16,0.0,False,False,False,False,Regular,False
9198,3° EM,False,10,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,93.9,5.2,Baixo,1322.36,3.8,True,False,False,False,Regular,False
9199,9° EF,False,6,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,97.1,2.8,Alto,1523.39,2.0,False,False,False,True,Boa,False
9200,7° EF,False,10,Feminino,False,True,False,False,Branca,Urbana,Reprovado,False,77.3,5.8,Baixo,3187.23,2.6,False,False,False,False,Boa,False
9201,3° EM,False,11,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,74.1,5.5,Médio,572.69,0.9,True,True,False,False,Boa,False
9202,6° EF,False,6,Masculino,False,True,True,False,Branca,Rural,Aprovado,True,95.7,9.0,Alto,5069.63,1.9,False,False,False,False,Ruim,False
9203,8° EF,False,9,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,88.0,9.4,Muito baixo,641.72,3.4,False,False,False,False,Ruim,False
9204,6° EF,False,10,Outro,False,True,True,False,Branca,Urbana,Evadido,False,91.7,5.2,Médio,1638.94,0.7,False,False,False,False,Regular,False
9205,3° EM,False,8,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,86.7,1.4,Médio,2423.61,2.7,False,False,False,False,Regular,False
9206,1° EF,False,18,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,86.1,0.8,Médio,2887.84,3.0,True,False,False,False,Boa,False
9207,6° EF,False,13,Masculino,True,True,False,False,Amarela,Rural,Aprovado,False,83.3,8.4,Médio,1419.0,1.5,False,True,False,False,Boa,False
9208,9° EF,False,18,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,89.3,7.0,Médio,2600.14,0.9,False,False,False,False,Boa,False
9209,1° EM,False,12,Feminino,False,True,True,False,Amarela,Urbana,Em andamento,False,78.9,3.5,Muito baixo,2897.38,1.8,False,False,False,False,Ruim,False
9210,7° EF,False,19,Feminino,False,True,True,False,Branca,Rural,Evadido,False,92.6,5.1,Baixo,1610.04,3.8,False,False,True,False,Ruim,False
9211,2° EM,False,14,Masculino,False,True,True,False,Branca,Urbana,Evadido,False,89.1,7.6,Baixo,1483.45,2.7,False,False,False,False,Regular,False
9212,3° EM,False,8,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,95.6,9.5,Médio,2574.08,3.2,False,False,False,False,Boa,False
9213,1° EF,False,8,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,97.6,6.6,Muito alto,983.51,0.0,False,True,False,False,Regular,False
9214,5° EF,False,14,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,97.0,6.2,Médio,247.79,1.6,False,False,False,False,Regular,False
9215,1° EF,False,18,Feminino,False,True,True,False,Parda,Urbana,Evadido,True,90.1,3.6,Muito alto,1394.27,1.8,False,False,False,False,Ruim,False
9216,4° EF,False,12,Feminino,False,True,True,True,Branca,Rural,Reprovado,False,83.8,8.7,Muito alto,269.11,0.8,False,False,False,False,Boa,False
9217,7° EF,False,14,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,84.8,8.2,Médio,1722.05,1.5,False,False,False,True,Ruim,False
9218,2° EM,False,11,Masculino,False,True,True,False,Não declarada,Urbana,Evadido,False,91.2,7.7,Alto,4831.26,2.2,False,False,True,False,Regular,False
9219,2° EM,False,17,Masculino,True,True,True,False,Branca,Urbana,Evadido,False,92.5,6.8,Alto,1981.3,1.2,False,False,False,False,Regular,False
9220,2° EF,False,12,Masculino,False,True,False,False,Amarela,Urbana,Aprovado,False,79.0,9.7,Baixo,982.47,1.6,False,False,False,True,Regular,False
9221,2° EF,False,16,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,99.9,6.8,Baixo,1108.57,2.9,False,False,False,False,Ruim,False
9222,8° EF,False,18,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,76.6,9.7,Muito baixo,1566.38,1.4,False,False,False,False,Boa,False
9223,7° EF,False,8,Feminino,False,True,False,False,Preta,Urbana,Aprovado,False,90.3,6.5,Muito baixo,787.06,3.0,False,False,False,True,Boa,False
9224,4° EF,False,7,Feminino,False,False,True,False,Branca,Urbana,Aprovado,False,88.7,9.7,Médio,812.54,1.7,False,False,False,True,Boa,False
9225,2° EM,False,16,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,89.9,9.6,Alto,478.92,1.2,False,False,False,True,Regular,False
9226,2° EM,False,7,Feminino,True,True,True,False,Preta,Urbana,Evadido,False,88.7,7.8,Alto,1346.4,3.4,False,False,False,False,Boa,False
9227,5° EF,False,17,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,73.4,9.5,Baixo,1446.67,2.1,False,False,False,True,Boa,False
9228,2° EM,False,8,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,99.9,8.7,Médio,1520.3,0.7,True,False,False,True,Boa,False
9229,5° EF,False,12,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,99.4,6.0,Baixo,1238.31,0.1,False,False,False,True,Boa,False
9230,9° EF,False,6,Outro,True,True,True,False,Branca,Urbana,Aprovado,False,88.5,5.2,Médio,4830.98,1.2,False,False,False,False,Ruim,False
9231,6° EF,False,9,Feminino,False,True,True,False,Parda,Urbana,Em andamento,False,80.7,9.6,Médio,1318.73,1.5,False,False,True,False,Boa,False
9232,2° EF,False,10,Feminino,False,True,True,True,Branca,Urbana,Evadido,False,79.8,1.6,Médio,976.53,2.3,False,False,False,False,Boa,False
9233,2° EM,False,12,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,73.4,5.4,Médio,444.5,2.1,False,False,False,True,Boa,False
9234,6° EF,False,15,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,90.4,9.5,Médio,1429.52,1.0,False,False,False,False,Boa,False
9235,9° EF,False,16,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,87.5,5.1,Médio,838.26,1.9,False,False,False,False,Boa,False
9236,5° EF,False,16,Feminino,False,True,True,False,Parda,Urbana,Evadido,False,86.2,5.4,Muito alto,2924.65,1.6,False,False,False,False,Boa,False
9237,1° EF,False,8,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,88.5,8.5,Alto,4881.84,1.4,False,True,False,False,Boa,False
9238,2° EF,False,14,Feminino,True,True,True,False,Parda,Urbana,Evadido,False,96.3,6.8,Muito baixo,2360.61,1.4,True,False,False,True,Regular,False
9239,6° EF,False,15,Masculino,True,True,False,False,Parda,Urbana,Reprovado,False,74.4,5.9,Muito alto,3092.24,4.9,False,False,False,False,Boa,False
9240,9° EF,False,9,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,88.9,0.9,Baixo,1524.38,0.8,False,True,False,True,Boa,False
9241,4° EF,False,13,Feminino,False,True,True,False,Branca,Rural,Aprovado,False,92.3,8.5,Médio,3116.41,1.0,False,False,False,True,Boa,False
9242,9° EF,False,9,Masculino,False,True,True,False,Parda,Urbana,Em andamento,False,99.0,6.3,Alto,1211.85,1.8,False,False,False,False,Boa,False
9243,9° EF,False,11,Feminino,True,True,True,False,Parda,Rural,Reprovado,False,93.1,6.7,Alto,1458.64,3.4,False,False,False,False,Ruim,False
9244,9° EF,False,10,Feminino,True,True,False,False,Parda,Rural,Em andamento,False,89.0,9.4,Muito baixo,1605.36,1.9,False,False,False,False,Boa,False
9245,6° EF,False,12,Outro,True,True,True,False,Parda,Rural,Aprovado,False,93.7,9.3,Alto,1268.59,2.2,False,False,False,False,Ruim,False
9246,2° EM,False,18,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,99.9,6.0,Médio,1106.51,4.0,False,False,False,False,Boa,False
9247,6° EF,False,8,Masculino,False,True,False,False,Parda,Urbana,Evadido,False,96.7,9.7,Muito baixo,1493.11,2.3,False,False,False,False,Ruim,False
9248,6° EF,False,15,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,75.6,9.6,Alto,4553.21,1.0,True,False,False,True,Ruim,False
9249,3° EF,False,16,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,89.6,6.5,Baixo,2958.82,3.3,False,False,False,False,Boa,False
9250,4° EF,False,12,Outro,True,True,False,False,Branca,Rural,Evadido,False,94.2,9.4,Muito baixo,2153.02,2.0,False,False,False,False,Boa,False
9251,1° EF,False,8,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,91.6,9.7,Médio,838.24,1.7,False,False,False,False,Boa,False
9252,8° EF,False,9,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,86.2,1.7,Baixo,2029.86,0.9,True,False,False,True,Boa,False
9253,3° EF,False,9,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,83.9,6.9,Médio,2723.43,2.1,False,False,False,False,Ruim,False
9254,4° EF,False,8,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,90.7,0.7,Muito baixo,1266.19,1.1,False,False,False,False,Regular,False
9255,1° EM,False,11,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,86.1,6.8,Baixo,1177.61,1.9,True,False,False,False,Regular,False
9256,4° EF,False,16,Masculino,False,True,True,False,Parda,Urbana,Aprovado,True,85.6,7.7,Médio,373.59,1.7,False,False,False,True,Regular,False
9257,3° EF,False,16,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,95.4,6.1,Muito baixo,1881.3,3.1,False,False,False,False,Regular,False
9258,3° EF,False,13,Feminino,False,False,True,False,Branca,Rural,Em andamento,False,83.7,8.7,Alto,3661.83,0.6,False,True,False,False,Boa,False
9259,1° EM,False,7,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,91.1,4.7,Médio,1301.03,1.1,False,False,False,True,Regular,False
9260,2° EF,False,10,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,96.3,7.8,Alto,3245.23,2.6,False,False,False,False,Regular,False
9261,6° EF,False,8,Feminino,False,True,False,False,Parda,Urbana,Reprovado,False,90.6,5.8,Muito baixo,55.71,1.4,False,False,True,True,Regular,False
9262,7° EF,False,9,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,87.8,5.3,Alto,11241.62,1.1,True,False,False,True,Regular,False
9263,9° EF,False,11,Masculino,True,True,True,False,Parda,Rural,Em andamento,False,71.1,2.7,Baixo,1196.38,2.1,True,False,False,False,Regular,False
9264,8° EF,False,11,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,91.9,8.2,Baixo,1076.86,1.6,False,True,False,False,Boa,False
9265,1° EM,False,6,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,99.9,5.9,Médio,4120.78,0.5,False,False,False,False,Boa,False
9266,1° EF,False,18,Feminino,False,True,False,False,Branca,Urbana,Reprovado,False,94.7,0.3,Médio,4280.2,0.3,False,False,False,False,Regular,False
9267,4° EF,False,10,Outro,False,True,True,True,Preta,Urbana,Aprovado,False,90.8,6.7,Médio,1293.94,3.4,False,False,False,False,Boa,False
9268,4° EF,False,16,Feminino,True,True,False,False,Preta,Urbana,Evadido,False,87.3,1.8,Baixo,5665.25,2.6,False,False,False,False,Boa,False
9269,2° EF,False,13,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,81.2,6.3,Médio,3349.09,3.5,True,False,False,True,Boa,False
9270,4° EF,False,10,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,92.1,3.2,Médio,721.33,0.4,True,False,False,False,Boa,False
9271,4° EF,False,6,Masculino,False,True,False,False,Preta,Urbana,Aprovado,False,79.6,3.2,Alto,2754.46,4.1,False,False,False,True,Boa,False
9272,7° EF,False,14,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,96.6,1.2,Médio,4640.28,1.9,False,False,False,True,Boa,False
9273,8° EF,False,9,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,84.7,7.3,Muito baixo,3051.28,0.1,False,False,False,False,Boa,False
9274,5° EF,False,10,Feminino,False,False,False,False,Branca,Urbana,Reprovado,False,85.8,7.2,Médio,4559.73,2.7,True,False,False,False,Boa,False
9275,9° EF,False,10,Masculino,True,True,False,False,Parda,Rural,Aprovado,False,80.9,6.1,Médio,672.67,1.3,False,False,False,False,Regular,False
9276,4° EF,False,14,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,87.6,5.2,Médio,1149.82,3.5,False,False,False,False,Boa,False
9277,4° EF,False,18,Masculino,True,True,True,False,Preta,Urbana,Aprovado,False,91.8,8.2,Baixo,1178.73,0.8,False,True,False,False,Boa,False
9278,7° EF,False,6,Masculino,True,True,False,False,Branca,Urbana,Aprovado,True,83.4,9.6,Médio,2478.44,3.0,False,True,False,True,Boa,False
9279,1° EF,False,14,Feminino,True,False,True,False,Branca,Urbana,Aprovado,False,92.3,7.2,Baixo,1976.2,0.4,True,False,False,True,Regular,False
9280,2° EF,False,16,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,90.6,6.3,Médio,2708.69,1.7,False,True,False,True,Ruim,False
9281,6° EF,False,14,Masculino,False,True,True,False,Amarela,Rural,Aprovado,False,85.1,5.9,Médio,1381.06,2.8,False,False,False,False,Boa,False
9282,3° EM,False,11,Masculino,False,True,True,False,Preta,Urbana,Em andamento,False,83.7,9.6,Médio,1950.48,3.3,False,False,True,True,Regular,False
9283,9° EF,False,6,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,96.0,6.5,Médio,2903.64,0.3,True,False,False,False,Ruim,False
9284,2° EF,False,6,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,66.8,7.4,Médio,99.76,2.4,False,False,False,False,Regular,False
9285,2° EM,False,7,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,92.6,7.9,Baixo,929.16,2.9,False,False,False,True,Boa,False
9286,9° EF,False,8,Feminino,False,True,True,False,Preta,Urbana,Reprovado,False,86.2,8.9,Baixo,3601.36,1.4,True,False,False,False,Regular,False
9287,8° EF,False,6,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,92.6,7.5,Médio,2737.48,1.5,False,False,False,False,Boa,False
9288,1° EM,True,10,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,75.1,6.6,Médio,1141.52,0.6,False,False,False,False,Boa,True
9289,5° EF,False,13,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,75.3,7.7,Baixo,1535.05,2.2,False,False,False,False,Ruim,False
9290,3° EF,False,16,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,99.4,6.7,Médio,1969.39,1.8,False,False,False,False,Boa,False
9291,7° EF,False,9,Feminino,False,True,True,False,Branca,Urbana,Evadido,False,75.4,5.5,Médio,3255.56,1.3,False,False,False,False,Regular,False
9292,7° EF,False,16,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,78.9,7.7,Médio,1257.19,1.5,False,False,False,False,Boa,False
9293,7° EF,False,12,Feminino,False,True,True,True,Branca,Urbana,Aprovado,False,86.2,9.8,Médio,976.55,1.0,False,False,False,True,Regular,False
9294,7° EF,False,6,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,98.2,6.3,Médio,4416.43,2.3,True,False,False,True,Regular,False
9295,3° EM,False,18,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,83.1,8.6,Médio,3238.7,2.0,False,False,False,False,Ruim,False
9296,2° EM,False,12,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,89.5,5.1,Médio,1148.8,2.4,False,False,False,False,Regular,False
9297,2° EM,False,17,Masculino,True,True,False,False,Branca,Urbana,Evadido,False,88.5,7.8,Muito baixo,2954.04,2.1,False,False,False,False,Regular,False
9298,1° EM,False,7,Masculino,False,True,False,False,Parda,Urbana,Reprovado,False,84.1,0.6,Baixo,845.88,2.7,True,True,False,True,Ruim,False
9299,3° EM,False,17,Feminino,True,True,False,False,Parda,Urbana,Evadido,False,92.2,5.3,Baixo,280.78,3.4,False,False,False,False,Boa,False
9300,2° EF,False,12,Masculino,False,True,True,False,Preta,Urbana,Em andamento,False,88.0,5.5,Baixo,1509.03,1.0,False,False,False,False,Regular,False
9301,4° EF,False,16,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,89.7,0.7,Baixo,1049.47,1.0,False,False,False,False,Boa,False
9302,6° EF,False,10,Masculino,True,True,True,False,Preta,Rural,Aprovado,False,80.7,9.7,Médio,3370.51,1.6,False,False,False,False,Boa,False
9303,2° EM,False,13,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,97.7,7.3,Médio,1918.27,1.3,True,False,False,False,Boa,False
9304,7° EF,False,9,Feminino,False,True,True,False,Preta,Rural,Aprovado,False,76.8,9.6,Baixo,1159.01,3.3,False,False,False,False,Ruim,False
9305,9° EF,False,8,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,92.0,6.0,Médio,2445.29,2.1,False,False,False,True,Boa,False
9306,2° EF,False,6,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,96.6,5.3,Muito baixo,2422.06,1.2,False,False,False,True,Boa,False
9307,3° EF,False,15,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,75.3,2.6,Alto,1959.54,2.1,False,False,False,False,Ruim,False
9308,9° EF,False,12,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,70.3,6.7,Baixo,980.43,1.9,False,False,False,False,Boa,False
9309,3° EF,False,16,Feminino,False,False,True,True,Preta,Urbana,Reprovado,False,84.2,9.7,Médio,5868.36,2.3,True,False,False,False,Regular,False
9310,5° EF,False,9,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,94.3,1.8,Médio,1608.43,1.9,False,False,False,False,Boa,False
