id_aluno,etapa_ensino,evasao,idade,sexo,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,problemas_de_saude,gravidez_na_adolescencia,necessita_assistencia_social,infraestrutura_escolar,evasao_confirmada,idade_esperada,anos_de_atraso,reprovacao_por_falta,nota_vermelha,perfil_desengajado
13588,3° EF,False,18,Masculino,True,True,False,False,Parda,Urbana,Evadido,False,77.4,4.8,Baixo,1812.56,0.8,False,False,False,False,Regular,False,8,10,0,1,0
13589,1° EF,False,11,Feminino,False,True,False,False,Preta,Urbana,Reprovado,False,63.6,9.0,Médio,1294.5,2.8,False,False,False,True,Boa,False,6,5,1,0,1
13590,3° EF,False,17,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,96.2,5.3,Alto,1651.75,2.0,True,False,False,False,Boa,False,8,9,0,0,0
13591,3° EF,False,13,Feminino,False,True,False,False,Branca,Urbana,Evadido,False,74.4,2.7,Médio,981.22,1.8,True,False,False,False,Boa,False,8,5,1,1,0
13592,6° EF,False,6,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,76.6,7.9,Alto,1367.11,0.6,True,False,False,False,Boa,False,11,-5,0,0,1
13593,2° EM,False,6,Feminino,False,True,False,False,Branca,Rural,Aprovado,True,81.3,8.4,Muito baixo,2195.45,0.9,False,False,False,True,Boa,False,16,-10,0,0,0
13594,2° EM,False,18,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,97.4,6.3,Médio,2180.91,1.1,False,False,False,False,Boa,False,16,2,0,0,0
13595,6° EF,False,7,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,92.0,7.2,Baixo,1265.56,1.7,False,False,False,False,Regular,False,11,-4,0,0,0
13596,5° EF,False,12,Feminino,True,True,False,False,Parda,Rural,Aprovado,False,90.5,5.4,Baixo,1975.87,4.1,False,False,False,False,Regular,False,10,2,0,0,0
13597,7° EF,False,11,Feminino,True,True,True,False,Branca,Urbana,Reprovado,False,94.1,9.2,Muito alto,1055.85,0.5,False,False,False,False,Ruim,False,12,-1,0,0,0
13598,3° EF,False,9,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,92.1,7.1,Médio,3321.39,3.6,False,False,False,True,Regular,False,8,1,0,0,0
13599,1° EF,False,10,Feminino,False,True,True,True,Parda,Urbana,Reprovado,True,93.3,8.8,Baixo,1133.78,2.5,False,False,False,False,Ruim,False,6,4,0,0,0
13600,3° EM,False,18,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,74.6,1.3,Muito alto,3258.68,1.2,False,True,False,False,Ruim,False,17,1,1,1,0
13601,3° EF,False,6,Masculino,False,True,True,False,Não declarada,Urbana,Reprovado,False,89.9,6.8,Baixo,1173.53,3.0,True,False,False,False,Regular,False,8,-2,0,0,0
13602,3° EF,False,18,Outro,True,True,False,False,Parda,Urbana,Aprovado,False,93.4,6.7,Baixo,1136.73,0.1,False,False,False,False,Ruim,False,8,10,0,0,0
13603,6° EF,False,13,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,89.4,9.8,Baixo,616.38,0.3,False,False,False,False,Ruim,False,11,2,0,0,0
13604,6° EF,False,14,Feminino,False,True,False,False,Parda,Urbana,Reprovado,False,66.7,5.2,Baixo,1863.1,0.8,False,False,False,True,Ruim,False,11,3,1,0,0
13605,1° EF,False,8,Masculino,False,True,False,False,Preta,Urbana,Aprovado,False,80.8,5.0,Médio,3159.73,2.0,False,False,False,False,Regular,False,6,2,0,0,0
13606,2° EF,False,13,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,98.8,7.4,Muito baixo,1142.85,2.3,False,False,False,False,Ruim,False,7,6,0,0,0
13607,5° EF,False,9,Outro,False,True,False,False,Branca,Rural,Aprovado,False,92.3,9.6,Médio,1991.83,1.8,False,True,False,False,Boa,False,10,-1,0,0,0
13608,9° EF,False,10,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,92.0,1.9,Baixo,1658.52,2.2,False,False,False,True,Boa,False,14,-4,0,1,0
13609,3° EF,False,9,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,91.4,9.9,Médio,1490.68,1.0,False,False,False,False,Boa,False,8,1,0,0,0
13610,6° EF,False,17,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,77.6,7.0,Baixo,2618.39,4.9,False,True,False,False,Boa,False,11,6,0,0,0
13611,7° EF,False,19,Feminino,False,True,True,True,Branca,Rural,Aprovado,False,63.0,9.1,Baixo,9805.42,1.8,True,False,False,True,Boa,False,12,7,1,0,1
13612,2° EM,False,15,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,86.7,10.0,Médio,351.46,0.5,False,False,False,False,Boa,False,16,-1,0,0,0
13613,4° EF,False,19,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,86.8,9.1,Alto,1950.13,2.7,False,False,False,False,Regular,False,9,10,0,0,0
13614,2° EF,False,16,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,94.8,6.4,Baixo,2921.24,1.3,False,False,False,True,Boa,False,7,9,0,0,0
13615,6° EF,False,15,Masculino,False,True,False,False,Parda,Urbana,Aprovado,True,79.8,9.0,Baixo,740.44,1.1,False,False,False,False,Boa,False,11,4,0,0,1
13616,9° EF,False,10,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,82.7,9.9,Baixo,193.71,2.3,True,True,False,False,Boa,False,14,-4,0,0,0
13617,2° EF,False,19,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,74.9,9.2,Médio,1666.92,2.7,False,False,False,False,Regular,False,7,12,1,0,1
13618,6° EF,False,17,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,85.8,8.5,Médio,2486.16,2.0,False,False,False,False,Boa,False,11,6,0,0,0
13619,1° EF,False,11,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,82.1,5.5,Médio,25.97,2.6,False,False,False,True,Boa,False,6,5,0,0,0
13620,1° EF,False,16,Feminino,False,True,False,True,Branca,Urbana,Aprovado,False,82.3,6.6,Baixo,1001.55,1.4,False,False,False,False,Boa,False,6,10,0,0,0
13621,6° EF,False,12,Masculino,False,True,True,False,Amarela,Urbana,Evadido,False,82.1,5.3,Baixo,2403.92,3.4,False,True,False,True,Ruim,False,11,1,0,0,0
13622,4° EF,False,7,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,81.4,7.2,Médio,2969.3,2.5,True,True,False,False,Regular,False,9,-2,0,0,0
13623,1° EM,False,7,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,83.8,6.5,Baixo,3433.52,0.8,False,False,False,True,Regular,False,15,-8,0,0,0
13624,8° EF,False,6,Masculino,False,False,False,False,Parda,Urbana,Aprovado,False,88.8,8.1,Alto,1301.48,2.7,True,False,False,True,Regular,False,13,-7,0,0,0
13625,6° EF,False,8,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,86.6,7.6,Muito baixo,491.8,2.0,False,False,False,False,Boa,False,11,-3,0,0,0
13626,5° EF,False,12,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,73.9,9.3,Médio,1201.44,1.1,True,False,False,True,Ruim,False,10,2,1,0,1
13627,6° EF,False,18,Masculino,False,True,True,False,Amarela,Urbana,Em andamento,False,86.4,9.6,Alto,1023.67,0.6,False,False,False,False,Boa,False,11,7,0,0,0
13628,1° EF,False,10,Outro,False,True,True,False,Parda,Urbana,Aprovado,False,95.6,5.2,Baixo,2489.68,0.2,False,False,False,False,Regular,False,6,4,0,0,0
13629,2° EM,False,11,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,76.3,8.2,Alto,1148.64,3.5,False,False,False,False,Boa,False,16,-5,0,0,1
13630,3° EM,False,7,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,98.2,5.0,Alto,299.43,2.4,False,False,False,True,Boa,False,17,-10,0,0,0
13631,3° EF,False,9,Outro,False,True,True,False,Preta,Urbana,Aprovado,False,83.6,6.7,Médio,3260.75,1.8,False,False,False,False,Boa,False,8,1,0,0,0
13632,2° EF,False,8,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,67.5,5.0,Médio,1939.66,3.8,False,False,False,False,Regular,False,7,1,1,0,0
13633,2° EF,False,12,Masculino,False,True,False,False,Parda,Rural,Aprovado,False,82.0,8.2,Médio,1380.74,4.5,False,False,False,False,Boa,False,7,5,0,0,0
13634,8° EF,False,15,Feminino,True,True,True,False,Parda,Urbana,Aprovado,True,74.3,9.7,Médio,1174.86,2.9,False,False,False,True,Regular,False,13,2,1,0,1
13635,8° EF,False,19,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,89.4,6.2,Médio,574.58,2.5,False,False,False,True,Boa,False,13,6,0,0,0
13636,2° EM,False,14,Feminino,False,True,True,False,Preta,Urbana,Evadido,False,83.8,9.4,Médio,789.42,2.3,False,False,False,False,Regular,False,16,-2,0,0,0
13637,9° EF,False,15,Masculino,False,False,True,True,Não declarada,Urbana,Em andamento,False,94.6,0.7,Baixo,680.55,3.1,False,True,False,False,Regular,False,14,1,0,1,0
13638,6° EF,False,15,Feminino,False,True,True,False,Amarela,Urbana,Aprovado,False,93.0,0.6,Alto,2518.34,2.1,False,False,False,False,Boa,False,11,4,0,1,0
13639,8° EF,False,18,Masculino,True,True,True,False,Preta,Urbana,Aprovado,True,87.3,1.8,Muito baixo,2799.44,0.0,False,False,False,True,Boa,False,13,5,0,1,0
13640,9° EF,False,11,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,89.3,3.4,Muito alto,999.32,1.6,False,False,False,False,Boa,False,14,-3,0,1,0
13641,7° EF,False,16,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,90.3,7.5,Médio,5299.44,1.6,True,False,False,True,Ruim,False,12,4,0,0,0
13642,6° EF,False,18,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,82.5,7.2,Baixo,2440.38,1.3,False,False,False,False,Boa,False,11,7,0,0,0
13643,8° EF,False,17,Masculino,False,True,True,False,Branca,Urbana,Evadido,False,78.1,4.9,Baixo,915.15,2.6,False,False,False,False,Boa,False,13,4,0,1,0
13644,7° EF,False,9,Feminino,True,True,False,False,Preta,Urbana,Reprovado,False,85.2,7.9,Muito alto,1227.64,0.5,False,False,False,False,Regular,False,12,-3,0,0,0
13645,8° EF,False,16,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,75.9,8.9,Médio,1573.68,0.1,False,False,False,False,Ruim,False,13,3,0,0,1
13646,8° EF,False,11,Feminino,False,True,True,False,Amarela,Rural,Em andamento,False,83.7,6.3,Baixo,1223.14,2.2,False,False,False,False,Boa,False,13,-2,0,0,0
13647,9° EF,False,16,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,89.1,5.1,Médio,3789.32,2.1,False,False,False,False,Boa,False,14,2,0,0,0
13648,8° EF,False,9,Feminino,True,True,True,False,Preta,Urbana,Aprovado,False,88.9,8.7,Médio,2820.22,2.1,False,False,False,False,Ruim,False,13,-4,0,0,0
13649,7° EF,False,7,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,77.3,5.4,Médio,3407.86,1.5,False,False,False,False,Boa,False,12,-5,0,0,0
13650,9° EF,False,14,Masculino,False,True,True,False,Parda,Urbana,Em andamento,False,65.4,0.4,Médio,822.78,2.3,False,False,False,True,Boa,False,14,0,1,1,0
13651,6° EF,False,9,Feminino,False,True,True,False,Indígena,Urbana,Reprovado,False,75.6,2.0,Médio,2654.97,1.6,True,False,False,True,Boa,False,11,-2,0,1,0
13652,3° EF,False,19,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,71.3,6.6,Baixo,3146.28,2.7,True,False,True,False,Boa,False,8,11,1,0,0
13653,1° EF,False,17,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,85.8,6.9,Baixo,702.27,1.0,False,False,False,True,Boa,False,6,11,0,0,0
13654,7° EF,False,16,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,85.5,6.0,Muito baixo,1002.45,2.0,False,False,False,False,Ruim,False,12,4,0,0,0
13655,8° EF,False,13,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,81.7,6.8,Médio,2098.22,2.2,False,False,False,True,Regular,False,13,0,0,0,0
13656,3° EM,False,6,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,80.9,6.9,Alto,1349.33,0.3,False,False,False,False,Regular,False,17,-11,0,0,0
13657,5° EF,False,18,Feminino,False,True,False,False,Preta,Urbana,Reprovado,False,85.7,5.9,Muito alto,1227.47,0.2,True,False,False,True,Boa,False,10,8,0,0,0
13658,5° EF,False,12,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,75.5,5.3,Alto,1494.09,1.9,False,False,False,False,Regular,False,10,2,0,0,0
13659,3° EF,False,14,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,80.9,1.6,Baixo,1389.36,0.8,False,False,False,False,Boa,False,8,6,0,1,0
13660,1° EF,False,10,Feminino,False,True,False,False,Branca,Urbana,Evadido,False,85.9,8.2,Baixo,1058.09,1.1,False,False,False,False,Regular,False,6,4,0,0,0
13661,1° EM,False,14,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,75.9,5.9,Alto,1256.68,2.6,False,False,False,False,Regular,False,15,-1,0,0,0
13662,3° EF,False,13,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,95.5,3.2,Alto,1367.88,2.3,False,False,False,False,Regular,False,8,5,0,1,0
13663,8° EF,False,10,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,91.7,3.2,Médio,2815.33,2.9,True,False,False,False,Boa,False,13,-3,0,1,0
13664,9° EF,False,13,Masculino,False,True,False,False,Indígena,Urbana,Aprovado,False,85.4,6.1,Médio,1163.07,4.3,False,False,False,False,Boa,False,14,-1,0,0,0
13665,6° EF,False,8,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,78.6,5.5,Baixo,1555.32,2.5,False,True,False,True,Boa,False,11,-3,0,0,0
13666,2° EM,False,14,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,80.2,1.8,Baixo,1255.95,3.6,False,False,False,True,Ruim,False,16,-2,0,1,0
13667,6° EF,False,15,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,77.2,5.8,Médio,2961.83,1.4,False,False,False,True,Boa,False,11,4,0,0,0
13668,4° EF,False,17,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,79.0,6.3,Alto,3627.6,0.2,False,True,False,True,Ruim,False,9,8,0,0,0
13669,2° EM,False,13,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,86.3,7.4,Muito baixo,971.38,0.4,False,False,False,False,Regular,False,16,-3,0,0,0
13670,2° EM,False,6,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,81.8,5.5,Alto,3040.26,0.2,False,False,False,False,Ruim,False,16,-10,0,0,0
13671,3° EF,False,10,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,96.6,1.4,Muito baixo,5212.38,2.7,False,False,False,True,Boa,False,8,2,0,1,0
13672,1° EF,False,9,Masculino,False,True,True,False,Branca,Rural,Evadido,False,98.7,6.0,Médio,3065.73,4.4,False,False,False,False,Regular,False,6,3,0,0,0
13673,2° EF,False,7,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,92.1,9.3,Baixo,3331.63,1.3,False,False,False,True,Boa,False,7,0,0,0,0
13674,4° EF,False,18,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,94.7,9.5,Médio,2960.79,0.3,True,False,False,False,Boa,False,9,9,0,0,0
13675,3° EM,True,6,Outro,False,True,False,False,Não declarada,Urbana,Evadido,False,68.4,3.7,Baixo,1465.09,2.9,True,False,False,False,Ruim,True,17,-11,1,1,0
13676,7° EF,False,11,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,91.5,3.7,Médio,836.16,1.7,False,False,False,False,Regular,False,12,-1,0,1,0
13677,5° EF,False,13,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,73.4,5.5,Médio,1827.86,0.8,False,True,False,False,Boa,False,10,3,1,0,0
13678,2° EM,False,17,Masculino,True,False,True,False,Parda,Urbana,Reprovado,False,98.7,4.4,Médio,1915.02,2.8,False,False,False,False,Regular,False,16,1,0,1,0
13679,6° EF,False,14,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,91.6,5.1,Médio,788.6,1.3,False,False,False,True,Boa,False,11,3,0,0,0
13680,4° EF,False,7,Feminino,False,True,False,False,Parda,Urbana,Evadido,False,83.8,2.7,Baixo,1055.7,2.2,False,False,False,False,Boa,False,9,-2,0,1,0
13681,3° EM,False,7,Feminino,False,True,False,False,Parda,Rural,Evadido,False,93.9,5.2,Muito baixo,1694.88,2.4,False,False,False,True,Regular,False,17,-10,0,0,0
13682,2° EM,False,6,Feminino,False,True,False,False,Parda,Urbana,Em andamento,False,67.8,6.2,Baixo,2843.23,2.0,False,False,False,False,Regular,False,16,-10,1,0,0
13683,1° EM,False,10,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,85.2,7.1,Médio,2913.02,1.6,False,False,False,False,Ruim,False,15,-5,0,0,0
13684,7° EF,False,13,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,96.9,6.3,Alto,1490.9,2.0,True,False,False,False,Boa,False,12,1,0,0,0
13685,1° EM,False,11,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,82.3,5.1,Baixo,805.18,1.1,False,False,False,False,Ruim,False,15,-4,0,0,0
13686,3° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,91.6,0.8,Médio,1220.91,2.2,False,False,False,True,Ruim,False,8,2,0,1,0
13687,7° EF,False,6,Outro,False,True,True,False,Parda,Urbana,Aprovado,False,84.8,3.8,Baixo,2075.8,2.5,True,False,False,True,Regular,False,12,-6,0,1,0
13688,3° EM,False,14,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,85.6,1.5,Alto,1027.05,0.7,False,False,False,True,Boa,False,17,-3,0,1,0
13689,4° EF,False,11,Feminino,True,True,True,False,Branca,Urbana,Reprovado,False,93.3,9.7,Médio,1590.05,1.1,True,False,False,False,Ruim,False,9,2,0,0,0
13690,1° EM,False,14,Feminino,False,True,True,False,Indígena,Urbana,Aprovado,False,97.3,7.3,Médio,1968.96,1.7,False,False,False,True,Boa,False,15,-1,0,0,0
13691,6° EF,False,11,Masculino,False,True,False,False,Parda,Rural,Aprovado,False,79.2,2.7,Médio,22.97,1.4,False,False,False,False,Boa,False,11,0,0,1,0
13692,1° EF,False,6,Masculino,False,False,False,False,Não declarada,Urbana,Aprovado,False,82.7,9.8,Muito alto,9497.67,1.0,False,False,False,True,Ruim,False,6,0,0,0,0
13693,1° EM,False,10,Masculino,True,True,False,False,Branca,Urbana,Reprovado,True,87.7,8.2,Baixo,979.38,2.0,False,False,False,False,Regular,False,15,-5,0,0,0
13694,3° EF,True,19,Feminino,True,True,False,False,Indígena,Urbana,Evadido,False,77.8,8.0,Médio,1151.1,3.5,False,False,False,True,Regular,True,8,11,0,0,1
13695,8° EF,False,10,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,87.3,6.9,Muito baixo,5225.01,0.5,False,False,False,False,Ruim,False,13,-3,0,0,0
13696,2° EF,False,19,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,94.6,2.1,Muito alto,2385.29,2.2,False,False,False,False,Ruim,False,7,12,0,1,0
13697,3° EM,False,8,Feminino,False,True,False,False,Branca,Urbana,Reprovado,False,93.8,9.1,Médio,26.67,3.0,False,False,False,False,Regular,False,17,-9,0,0,0
13698,4° EF,False,14,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,85.9,6.8,Alto,2857.67,0.7,False,False,False,True,Ruim,False,9,5,0,0,0
13699,3° EF,False,11,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,71.8,5.0,Muito baixo,1672.41,3.2,True,False,False,False,Regular,False,8,3,1,0,0
13700,2° EF,False,9,Feminino,True,True,False,False,Parda,Urbana,Reprovado,False,80.2,8.7,Médio,3070.18,2.6,True,False,False,True,Ruim,False,7,2,0,0,0
13701,3° EM,False,10,Feminino,False,True,True,False,Amarela,Urbana,Aprovado,False,87.7,3.6,Baixo,2010.15,0.9,False,False,False,True,Regular,False,17,-7,0,1,0
13702,9° EF,False,19,Feminino,True,True,False,False,Parda,Urbana,Evadido,False,97.7,8.3,Médio,2237.39,0.8,True,True,False,False,Ruim,False,14,5,0,0,0
13703,9° EF,False,13,Feminino,False,True,True,False,Parda,Urbana,Em andamento,False,89.4,6.3,Médio,1546.82,2.0,False,False,False,False,Boa,False,14,-1,0,0,0
13704,6° EF,False,15,Masculino,False,True,True,False,Parda,Urbana,Em andamento,False,88.6,9.4,Baixo,2431.23,1.5,False,False,False,True,Regular,False,11,4,0,0,0
13705,6° EF,False,16,Outro,False,True,False,False,Parda,Rural,Reprovado,False,92.8,7.9,Médio,880.84,1.3,False,False,True,False,Boa,False,11,5,0,0,0
13706,2° EF,False,11,Feminino,False,True,False,False,Amarela,Urbana,Em andamento,False,78.6,8.0,Alto,1284.19,4.1,True,False,False,False,Regular,False,7,4,0,0,1
13707,7° EF,False,16,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,78.4,5.2,Médio,1049.56,3.0,False,False,False,True,Boa,False,12,4,0,0,0
13708,3° EF,False,13,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,84.5,9.9,Médio,902.78,1.4,False,False,False,False,Boa,False,8,5,0,0,0
13709,3° EM,False,14,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,99.8,0.2,Médio,2720.67,2.3,True,False,False,True,Regular,False,17,-3,0,1,0
13710,1° EM,False,19,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,96.3,5.9,Muito alto,2450.25,2.1,False,False,False,False,Boa,False,15,4,0,0,0
13711,5° EF,False,15,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,91.8,2.7,Médio,776.18,2.7,True,False,False,False,Ruim,False,10,5,0,1,0
13712,2° EF,False,12,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,85.6,5.3,Baixo,800.96,1.8,True,False,False,False,Boa,False,7,5,0,0,0
13713,1° EM,False,7,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,89.2,8.5,Alto,1268.61,3.5,True,False,False,False,Ruim,False,15,-8,0,0,0
13714,2° EF,False,15,Masculino,True,True,False,False,Branca,Urbana,Evadido,False,83.4,7.9,Baixo,2442.38,3.6,False,False,False,False,Boa,False,7,8,0,0,0
13715,3° EF,False,18,Feminino,False,True,False,False,Parda,Urbana,Evadido,False,91.7,6.6,Baixo,3124.4,1.9,False,False,False,False,Ruim,False,8,10,0,0,0
13716,3° EF,False,6,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,86.2,9.5,Baixo,3223.72,2.5,False,False,False,False,Boa,False,8,-2,0,0,0
13717,7° EF,False,9,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,77.2,8.3,Baixo,1891.26,2.8,False,False,False,False,Boa,False,12,-3,0,0,1
13718,1° EM,False,13,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,80.9,8.3,Médio,4159.23,2.0,False,False,False,False,Ruim,False,15,-2,0,0,0
13719,4° EF,False,19,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,90.3,7.2,Muito alto,193.95,1.7,False,False,False,False,Boa,False,9,10,0,0,0
13720,2° EF,False,9,Feminino,False,True,True,False,Branca,Rural,Evadido,False,92.1,1.8,Alto,4234.43,2.5,False,False,False,False,Regular,False,7,2,0,1,0
13721,6° EF,False,6,Feminino,True,True,False,False,Parda,Rural,Aprovado,False,76.0,5.8,Alto,2368.3,2.2,True,False,False,True,Regular,False,11,-5,0,0,0
13722,9° EF,False,8,Feminino,False,True,False,False,Parda,Rural,Aprovado,False,94.7,8.3,Médio,1683.0,3.5,False,False,False,True,Regular,False,14,-6,0,0,0
13723,3° EF,False,7,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,95.1,8.4,Baixo,1482.18,2.4,False,False,False,False,Boa,False,8,-1,0,0,0
13724,3° EF,False,16,Feminino,False,True,False,False,Preta,Rural,Aprovado,False,92.8,7.3,Médio,211.64,3.8,False,False,False,False,Regular,False,8,8,0,0,0
13725,3° EM,False,16,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,91.9,7.5,Muito baixo,1115.52,0.8,False,False,False,False,Boa,False,17,-1,0,0,0
13726,3° EM,False,15,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,81.4,5.9,Médio,2985.76,1.5,False,False,False,False,Boa,False,17,-2,0,0,0
13727,3° EM,False,7,Feminino,False,True,True,False,Branca,Rural,Aprovado,False,97.5,8.1,Muito baixo,1361.91,1.4,True,False,False,True,Boa,False,17,-10,0,0,0
13728,1° EM,False,14,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,82.5,0.7,Baixo,967.3,1.8,False,False,False,True,Boa,False,15,-1,0,1,0
13729,3° EF,False,15,Masculino,False,True,True,False,Preta,Urbana,Em andamento,False,79.8,3.2,Alto,1476.67,1.7,False,False,True,False,Boa,False,8,7,0,1,0
13730,3° EF,False,6,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,90.9,7.4,Baixo,2761.09,0.3,False,False,False,False,Boa,False,8,-2,0,0,0
13731,5° EF,False,7,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,84.9,7.0,Baixo,2748.39,3.2,False,False,False,True,Boa,False,10,-3,0,0,0
13732,4° EF,False,17,Feminino,False,False,True,False,Branca,Rural,Aprovado,False,97.9,8.8,Médio,971.54,2.0,False,False,False,True,Boa,False,9,8,0,0,0
13733,3° EM,False,6,Masculino,True,True,True,False,Parda,Rural,Aprovado,False,87.1,5.2,Muito alto,683.07,1.8,True,False,False,False,Regular,False,17,-11,0,0,0
13734,1° EM,True,14,Feminino,True,True,True,False,Branca,Urbana,Evadido,False,65.2,0.3,Médio,1623.62,2.9,True,False,False,False,Ruim,True,15,-1,1,1,0
13735,9° EF,False,6,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,98.6,0.4,Baixo,1587.72,2.0,False,False,False,True,Ruim,False,14,-8,0,1,0
13736,3° EF,False,8,Outro,True,True,False,False,Parda,Urbana,Aprovado,False,88.3,4.7,Alto,8425.15,1.6,False,False,False,False,Boa,False,8,0,0,1,0
13737,2° EM,False,17,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,88.4,5.2,Alto,1344.82,0.4,False,False,False,False,Ruim,False,16,1,0,0,0
13738,1° EM,False,7,Masculino,False,True,False,False,Amarela,Urbana,Aprovado,False,85.5,9.5,Baixo,2154.02,2.3,False,True,False,False,Boa,False,15,-8,0,0,0
13739,3° EF,False,10,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,95.3,9.3,Médio,1157.38,2.1,False,False,False,False,Ruim,False,8,2,0,0,0
13740,2° EM,False,18,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,83.0,6.7,Baixo,1236.31,2.3,False,False,False,True,Boa,False,16,2,0,0,0
13741,4° EF,False,10,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,67.3,3.0,Médio,1462.29,1.0,False,False,False,False,Regular,False,9,1,1,1,0
13742,2° EF,False,13,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,87.9,7.5,Médio,1405.74,2.3,False,False,False,True,Boa,False,7,6,0,0,0
13743,8° EF,False,10,Feminino,False,True,True,False,Indígena,Rural,Aprovado,False,97.7,3.9,Médio,718.36,0.8,False,False,False,False,Regular,False,13,-3,0,1,0
