id_aluno,etapa_ensino,idade,sexo,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,problemas_de_saude,gravidez_na_adolescencia,necessita_assistencia_social,infraestrutura_escolar,evasao_confirmada
8048,1° EF,9,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,95.3,6.1,Alto,9070.65,0.8,False,False,True,True,Ruim,False
8049,2° EM,19,Feminino,False,False,True,False,Amarela,Rural,Aprovado,False,96.5,6.1,Baixo,7541.17,3.3,False,False,False,False,Regular,False
8050,2° EF,14,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,84.3,9.4,Baixo,4081.79,1.5,True,False,False,False,Regular,False
8051,2° EF,13,Feminino,True,True,True,False,Parda,Urbana,Evadido,False,89.6,2.8,Baixo,3341.64,1.8,False,False,False,False,Ruim,False
8052,3° EF,11,Feminino,True,True,False,False,Parda,Rural,Evadido,True,81.1,7.8,Muito baixo,7792.59,1.9,False,False,False,False,Boa,False
8053,3° EM,7,Outro,True,True,False,False,Parda,Rural,Aprovado,False,75.1,6.3,Médio,1693.74,0.7,False,False,True,True,Boa,False
8054,9° EF,6,Outro,True,True,True,False,Branca,Urbana,Aprovado,False,78.0,9.9,Muito alto,2292.73,1.7,False,False,False,False,Boa,False
8055,1° EM,10,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,90.7,2.9,Muito alto,6968.48,1.3,False,False,False,True,Regular,False
8056,5° EF,6,Feminino,False,True,True,True,Parda,Urbana,Evadido,False,99.0,9.4,Baixo,5024.24,2.9,False,True,False,True,Boa,False
8057,4° EF,16,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,94.3,4.1,Alto,2067.78,2.9,False,False,False,False,Regular,False
8058,3° EF,19,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,99.5,7.2,Médio,3248.75,1.1,False,False,False,False,Ruim,False
8059,6° EF,7,Feminino,True,False,True,False,Branca,Urbana,Aprovado,False,95.8,9.4,Baixo,7143.69,0.8,False,False,True,True,Boa,False
8060,7° EF,6,Feminino,False,True,True,False,Parda,Urbana,Evadido,False,85.5,5.5,Alto,1624.84,0.8,False,False,False,False,Regular,False
8061,8° EF,17,Feminino,False,False,True,False,Parda,Urbana,Aprovado,False,86.7,7.4,Médio,4359.25,2.2,False,True,False,False,Boa,False
8062,4° EF,17,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,83.3,6.3,Baixo,7844.85,0.4,False,False,False,True,Ruim,False
8063,3° EM,17,Feminino,False,True,True,False,Branca,Rural,Aprovado,False,90.7,6.8,Médio,5615.56,1.7,True,False,False,False,Ruim,False
8064,3° EF,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,92.4,8.9,Médio,5409.87,1.8,False,False,False,False,Boa,False
8065,3° EM,11,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,88.1,9.6,Médio,7301.61,1.3,False,False,False,True,Boa,False
8066,1° EF,7,Masculino,False,True,False,True,Indígena,Urbana,Aprovado,False,95.3,8.1,Baixo,5714.66,0.3,False,False,False,False,Ruim,False
8067,6° EF,7,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,94.8,5.3,Médio,8008.99,2.5,False,False,False,True,Boa,False
8068,4° EF,11,Feminino,True,False,True,False,Branca,Rural,Aprovado,False,90.9,4.5,Baixo,4125.95,2.2,False,False,False,False,Boa,False
8069,6° EF,11,Masculino,False,True,False,False,Amarela,Urbana,Aprovado,False,99.9,9.8,Baixo,3326.11,0.9,False,False,False,True,Regular,False
8070,7° EF,7,Masculino,True,True,False,False,Não declarada,Urbana,Aprovado,False,95.0,9.3,Muito baixo,7743.18,1.2,False,False,False,False,Ruim,False
8071,6° EF,10,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,79.8,7.3,Muito alto,3631.58,3.8,False,False,False,False,Boa,False
8072,5° EF,12,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,81.6,6.4,Baixo,8876.02,0.8,False,False,True,False,Regular,False
8073,9° EF,15,Feminino,False,True,True,True,Branca,Urbana,Aprovado,True,96.2,5.2,Baixo,6785.0,3.3,False,False,False,False,Boa,False
8074,9° EF,8,Masculino,True,True,False,False,Branca,Rural,Aprovado,False,94.9,4.9,Médio,2284.77,2.2,False,True,False,False,Regular,False
8075,1° EM,6,Feminino,False,True,False,False,Amarela,Urbana,Aprovado,False,96.5,7.0,Baixo,8352.71,3.2,False,False,False,False,Ruim,False
8076,3° EF,8,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,99.1,2.5,Médio,1845.36,1.5,True,False,False,False,Regular,False
8077,8° EF,9,Masculino,False,False,True,True,Branca,Urbana,Reprovado,False,79.5,9.3,Baixo,4437.64,1.3,True,False,False,True,Regular,False
8078,7° EF,12,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,98.9,5.7,Baixo,7200.24,3.0,True,False,False,False,Boa,False
8079,5° EF,10,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,85.0,8.9,Alto,5475.64,0.4,False,True,False,True,Regular,False
8080,6° EF,11,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,95.7,9.8,Muito alto,6447.24,2.4,True,False,False,True,Boa,False
8081,4° EF,6,Masculino,False,False,True,True,Não declarada,Urbana,Aprovado,False,92.2,7.3,Médio,6334.75,3.5,False,True,False,False,Boa,False
8082,2° EF,14,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,85.5,9.3,Baixo,1557.2,1.0,False,False,False,False,Boa,False
8083,3° EF,7,Outro,False,True,False,False,Parda,Urbana,Aprovado,False,85.3,8.4,Alto,3084.24,0.8,True,False,False,False,Ruim,False
8084,2° EF,8,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,98.4,5.3,Médio,3039.92,0.0,False,False,False,False,Regular,False
8085,9° EF,17,Feminino,False,True,True,False,Branca,Rural,Aprovado,False,99.8,8.1,Baixo,8064.36,1.2,False,True,False,False,Ruim,False
8086,8° EF,15,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,93.4,9.5,Médio,8647.62,2.2,True,False,False,False,Boa,False
8087,3° EM,19,Feminino,True,True,True,False,Preta,Urbana,Evadido,False,93.3,6.2,Médio,5035.14,1.1,False,False,True,False,Boa,False
8088,9° EF,17,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,84.2,1.4,Médio,7548.79,1.2,False,False,False,True,Regular,False
8089,1° EF,7,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,84.7,7.7,Médio,1802.17,0.8,False,False,False,False,Regular,False
8090,2° EM,8,Feminino,True,True,True,False,Parda,Rural,Aprovado,False,96.5,7.8,Baixo,5542.06,2.0,True,False,False,True,Boa,False
8091,2° EM,14,Masculino,False,True,False,False,Parda,Rural,Aprovado,True,87.9,0.5,Médio,7534.16,0.0,True,False,False,False,Ruim,True
8092,6° EF,10,Feminino,True,True,True,False,Parda,Rural,Aprovado,False,97.3,1.3,Alto,2095.39,2.5,False,False,True,False,Regular,False
8093,7° EF,14,Masculino,True,True,True,False,Amarela,Urbana,Evadido,False,91.8,5.7,Médio,7470.56,2.3,True,True,False,True,Boa,False
8094,3° EM,7,Feminino,False,True,True,True,Indígena,Urbana,Aprovado,False,97.6,7.6,Médio,3915.02,1.9,False,False,False,True,Boa,False
8095,7° EF,13,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,74.7,0.1,Baixo,3747.33,1.6,False,False,False,False,Boa,True
8096,2° EM,19,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,88.8,9.1,Baixo,5719.08,1.9,False,False,False,False,Regular,False
8097,2° EF,18,Feminino,False,False,True,False,Parda,Urbana,Aprovado,False,88.2,7.7,Alto,6354.64,4.1,False,True,False,False,Boa,False
8098,3° EF,16,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,87.4,8.2,Alto,6716.84,0.9,False,False,False,False,Boa,False
8099,6° EF,19,Masculino,False,True,False,True,Parda,Urbana,Aprovado,False,71.3,6.5,Médio,7071.91,1.9,True,False,False,True,Boa,False
8100,7° EF,6,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,90.1,6.5,Baixo,9087.79,2.9,False,False,True,False,Ruim,False
8101,1° EM,8,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,67.5,7.8,Médio,5994.68,1.0,False,False,False,False,Ruim,False
8102,3° EM,9,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,85.6,6.8,Baixo,7484.35,4.4,False,False,False,False,Boa,False
8103,5° EF,17,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,88.5,9.8,Baixo,8527.67,2.3,False,False,True,False,Regular,False
8104,1° EF,6,Feminino,False,False,True,True,Preta,Urbana,Evadido,False,84.0,8.7,Médio,5113.34,3.6,False,False,False,True,Boa,False
8105,1° EM,10,Masculino,True,True,True,False,Parda,Rural,Evadido,False,91.7,7.1,Médio,4929.38,2.1,False,False,False,False,Ruim,False
8106,8° EF,6,Feminino,True,True,False,False,Preta,Urbana,Aprovado,False,95.2,8.7,Alto,2991.74,2.1,False,False,False,True,Regular,False
8107,3° EF,18,Feminino,False,True,True,False,Parda,Urbana,Em andamento,False,86.9,9.2,Baixo,6302.23,2.0,False,False,False,False,Boa,False
8108,6° EF,10,Outro,False,True,True,False,Branca,Urbana,Aprovado,False,86.8,5.7,Médio,6887.13,3.1,False,False,False,False,Regular,False
8109,9° EF,7,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,83.1,2.6,Médio,1321.48,3.5,False,False,False,False,Boa,False
8110,1° EM,7,Masculino,True,True,True,False,Parda,Urbana,Evadido,False,86.6,5.7,Alto,1783.19,1.2,False,False,False,False,Boa,False
8111,6° EF,9,Masculino,False,True,False,False,Indígena,Urbana,Aprovado,False,78.9,5.3,Muito baixo,2503.69,2.1,False,False,False,False,Boa,False
8112,4° EF,19,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,92.8,8.6,Baixo,2181.57,1.9,False,True,False,False,Regular,False
8113,3° EM,9,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,62.7,8.2,Baixo,2426.54,1.6,False,False,False,True,Boa,True
8114,8° EF,12,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,92.7,9.1,Baixo,7098.37,2.6,False,False,False,False,Regular,False
8115,5° EF,8,Masculino,False,True,False,True,Amarela,Urbana,Aprovado,False,90.9,9.9,Médio,7793.83,3.5,False,False,False,False,Boa,False
8116,4° EF,11,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,89.7,5.8,Alto,8000.29,3.4,False,False,False,False,Regular,False
8117,9° EF,8,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,88.0,7.4,Alto,2068.19,1.2,False,False,True,False,Boa,False
8118,3° EF,8,Masculino,True,True,True,False,Parda,Urbana,Aprovado,True,97.3,7.4,Muito baixo,6782.65,2.2,False,False,False,False,Boa,False
8119,3° EF,18,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,88.5,9.3,Médio,4115.28,2.2,False,False,False,True,Boa,False
8120,7° EF,6,Feminino,False,True,True,False,Preta,Rural,Reprovado,False,76.7,8.9,Médio,2093.05,2.1,False,False,False,False,Regular,False
8121,4° EF,9,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,82.7,5.4,Médio,1210.34,3.5,False,False,False,True,Boa,False
8122,8° EF,7,Feminino,False,True,True,True,Amarela,Urbana,Aprovado,False,85.2,7.4,Médio,3029.2,1.1,False,False,False,False,Regular,False
8123,2° EF,8,Outro,False,True,True,True,Branca,Urbana,Evadido,False,79.9,7.1,Muito baixo,7099.65,3.2,False,False,False,False,Ruim,False
8124,8° EF,14,Masculino,False,True,False,False,Parda,Rural,Aprovado,False,85.1,6.9,Baixo,2350.3,1.9,False,False,False,False,Ruim,False
8125,4° EF,10,Feminino,True,True,True,False,Indígena,Rural,Reprovado,False,74.3,7.1,Alto,6614.65,2.2,False,False,False,False,Regular,False
8126,1° EF,8,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,86.3,0.2,Médio,5060.34,1.6,False,False,False,False,Boa,False
8127,2° EF,14,Masculino,True,True,True,False,Preta,Urbana,Reprovado,False,87.4,6.6,Médio,4403.63,1.1,False,False,False,False,Regular,False
8128,3° EM,18,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,74.9,6.2,Médio,8918.24,3.4,False,False,False,True,Boa,False
8129,2° EM,18,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,94.9,5.6,Médio,6762.32,3.9,True,False,False,False,Regular,False
8130,3° EF,9,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,92.2,7.5,Alto,4694.01,2.2,False,False,False,False,Ruim,False
8131,1° EM,17,Feminino,True,True,False,False,Branca,Urbana,Evadido,True,82.2,2.8,Médio,8513.36,2.8,False,False,False,False,Ruim,True
8132,8° EF,9,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,77.2,7.4,Baixo,5754.01,2.1,False,False,False,False,Ruim,False
8133,3° EM,11,Feminino,True,True,False,False,Parda,Urbana,Reprovado,False,98.9,7.3,Baixo,6162.28,2.2,False,False,False,False,Regular,False
8134,5° EF,14,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,95.9,8.1,Médio,3554.1,1.9,False,False,False,False,Boa,False
8135,9° EF,11,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,90.3,7.6,Médio,5224.36,2.4,False,False,False,False,Boa,False
8136,1° EF,9,Feminino,False,True,True,False,Branca,Urbana,Em andamento,False,85.6,1.5,Muito baixo,8091.38,3.6,False,False,False,True,Regular,False
8137,5° EF,10,Feminino,True,True,False,False,Branca,Urbana,Em andamento,False,87.7,6.7,Muito baixo,8057.49,2.1,False,False,False,False,Regular,False
8138,3° EM,7,Feminino,False,True,False,True,Branca,Urbana,Aprovado,True,92.9,3.8,Baixo,5366.22,0.5,True,False,False,False,Regular,True
8139,7° EF,19,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,81.7,5.1,Médio,2468.65,2.0,False,False,False,False,Ruim,False
8140,4° EF,8,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,90.7,8.9,Baixo,5522.36,2.0,True,False,False,False,Ruim,False
8141,2° EF,15,Feminino,False,True,False,False,Indígena,Urbana,Reprovado,False,77.3,9.5,Médio,5317.62,0.5,False,False,False,True,Regular,False
8142,9° EF,11,Feminino,True,True,False,False,Parda,Urbana,Reprovado,False,94.0,6.0,Muito alto,3423.84,2.0,False,False,False,True,Boa,False
8143,8° EF,12,Feminino,False,True,True,True,Branca,Urbana,Aprovado,False,96.4,5.1,Médio,4577.93,1.0,False,False,False,False,Regular,False
8144,5° EF,19,Feminino,True,False,False,False,Branca,Urbana,Aprovado,False,99.0,8.3,Baixo,7651.41,1.2,False,False,False,False,Ruim,False
8145,3° EM,18,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,95.3,8.2,Muito baixo,8815.46,3.9,True,False,False,False,Boa,False
8146,1° EF,16,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,95.3,7.2,Baixo,3461.72,3.3,False,False,False,False,Boa,False
8147,4° EF,6,Feminino,True,True,False,False,Parda,Urbana,Reprovado,False,79.7,5.8,Baixo,5448.57,2.3,False,True,False,False,Ruim,False
8148,2° EM,8,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,85.2,8.2,Muito baixo,4853.39,1.9,False,False,False,False,Regular,False
8149,4° EF,19,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,88.0,5.5,Muito baixo,3527.84,4.4,False,False,False,False,Boa,False
8150,3° EF,9,Outro,False,True,True,False,Parda,Rural,Aprovado,False,91.5,6.1,Médio,3554.39,0.4,False,False,False,True,Boa,False
8151,7° EF,12,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,81.6,7.8,Baixo,3524.63,1.0,False,False,False,False,Ruim,False
8152,1° EM,13,Outro,False,True,True,False,Parda,Urbana,Em andamento,False,80.4,2.5,Médio,9090.34,2.1,False,False,False,False,Boa,False
8153,2° EF,18,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,79.5,9.0,Baixo,6874.66,3.5,False,False,False,False,Boa,False
8154,3° EM,6,Feminino,True,True,False,False,Branca,Urbana,Reprovado,False,96.5,8.6,Médio,7649.34,3.2,False,False,False,False,Boa,False
8155,1° EM,16,Masculino,False,True,True,True,Parda,Urbana,Em andamento,False,79.7,9.2,Baixo,6640.22,2.1,False,False,True,True,Boa,False
8156,3° EF,6,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,90.4,7.3,Médio,4478.12,2.1,False,False,True,True,Boa,False
8157,9° EF,15,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,77.7,8.9,Muito baixo,3909.69,2.1,True,True,False,False,Regular,False
8158,5° EF,6,Masculino,False,True,True,False,Indígena,Rural,Aprovado,False,94.1,6.8,Médio,4970.27,2.4,False,False,False,False,Boa,False
8159,5° EF,17,Feminino,False,True,True,False,Parda,Rural,Aprovado,True,83.7,2.4,Médio,3380.85,1.5,False,False,False,True,Boa,True
8160,1° EM,12,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,92.1,7.9,Baixo,4885.91,0.9,False,False,False,False,Boa,False
8161,3° EM,19,Masculino,True,False,True,False,Branca,Urbana,Em andamento,False,84.8,8.2,Médio,6594.82,2.1,True,False,False,False,Boa,False
8162,2° EF,14,Masculino,False,True,False,False,Branca,Rural,Reprovado,False,93.4,9.9,Muito baixo,7730.16,1.2,False,False,False,False,Boa,False
8163,6° EF,9,Masculino,False,True,True,False,Não declarada,Urbana,Aprovado,False,94.5,8.4,Alto,3783.82,1.3,False,False,False,False,Ruim,False
8164,6° EF,19,Masculino,False,True,False,True,Parda,Urbana,Reprovado,False,83.4,8.8,Baixo,2737.43,0.6,False,False,False,False,Regular,False
8165,5° EF,8,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,97.8,5.5,Médio,2850.66,1.3,False,False,False,False,Ruim,False
8166,5° EF,10,Masculino,False,True,False,False,Preta,Rural,Reprovado,False,99.9,9.6,Alto,8354.99,3.6,False,False,False,False,Boa,False
8167,1° EF,11,Feminino,False,True,True,False,Não declarada,Urbana,Aprovado,False,77.3,2.5,Muito baixo,5273.35,3.5,False,False,False,True,Boa,False
8168,9° EF,7,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,98.9,5.9,Médio,5743.43,1.8,False,False,False,True,Regular,False
8169,6° EF,18,Masculino,True,False,True,False,Branca,Urbana,Aprovado,False,85.2,6.6,Médio,8008.64,4.0,True,False,False,True,Regular,False
8170,3° EF,15,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,78.5,9.6,Médio,2686.0,3.0,False,False,False,True,Boa,False
8171,1° EM,15,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,95.2,3.5,Médio,4550.54,2.4,False,True,False,False,Boa,False
8172,1° EM,15,Masculino,True,True,True,False,Amarela,Rural,Evadido,False,92.6,7.6,Médio,7655.25,3.0,True,False,True,False,Boa,False
8173,6° EF,14,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,85.2,4.3,Muito baixo,4145.24,2.3,False,False,False,True,Regular,False
8174,4° EF,10,Feminino,False,False,False,False,Parda,Urbana,Aprovado,False,73.6,5.0,Baixo,6719.05,2.0,True,False,False,False,Regular,True
8175,8° EF,8,Feminino,False,True,True,False,Branca,Rural,Aprovado,True,95.8,7.3,Muito baixo,7080.37,1.3,False,False,False,True,Boa,False
8176,4° EF,12,Feminino,False,True,False,False,Branca,Urbana,Reprovado,False,72.9,8.5,Muito alto,6663.5,2.1,True,True,False,False,Boa,False
8177,3° EF,9,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,97.6,5.3,Médio,8865.98,0.1,False,False,False,False,Boa,False
8178,9° EF,11,Feminino,False,False,False,False,Preta,Urbana,Aprovado,False,99.5,9.4,Muito baixo,8876.17,2.0,False,False,False,False,Regular,False
8179,1° EF,7,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,93.1,3.5,Muito alto,3719.26,4.1,False,False,False,False,Ruim,False
8180,2° EF,6,Masculino,False,False,True,False,Parda,Urbana,Aprovado,True,85.8,8.6,Baixo,2419.38,1.7,False,False,False,False,Boa,False
8181,1° EF,6,Feminino,True,True,True,False,Branca,Urbana,Aprovado,True,83.7,5.4,Alto,8350.39,4.0,False,False,False,True,Boa,False
8182,2° EF,8,Outro,False,True,False,False,Branca,Urbana,Aprovado,False,98.7,8.6,Médio,9035.65,3.3,False,False,True,False,Boa,False
8183,1° EF,14,Feminino,False,True,True,False,Parda,Rural,Aprovado,True,96.8,8.3,Baixo,4803.01,3.4,False,False,False,False,Boa,False
8184,3° EM,13,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,82.7,9.8,Baixo,3361.0,1.7,False,False,False,False,Boa,False
8185,4° EF,16,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,98.2,7.4,Baixo,3001.93,2.3,False,False,False,False,Regular,False
8186,2° EF,8,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,98.3,3.2,Médio,3169.4,3.6,False,False,False,True,Boa,False
8187,3° EF,13,Outro,True,True,False,False,Parda,Urbana,Em andamento,False,93.8,1.3,Médio,8167.08,3.0,False,False,False,False,Boa,False
8188,3° EM,12,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,92.3,6.7,Alto,2900.78,2.4,False,False,False,False,Regular,False
8189,7° EF,7,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,87.3,8.1,Baixo,7872.37,2.6,True,False,False,False,Boa,False
8190,5° EF,11,Masculino,True,False,False,False,Preta,Urbana,Reprovado,False,92.5,8.4,Alto,5063.47,2.2,False,False,False,False,Boa,False
8191,2° EM,7,Masculino,False,False,False,False,Branca,Urbana,Aprovado,False,97.0,4.0,Baixo,6133.28,2.9,False,False,True,True,Boa,False
8192,5° EF,16,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,95.2,9.1,Baixo,3020.62,3.1,False,False,False,False,Regular,False
8193,4° EF,15,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,97.4,2.8,Médio,2010.45,1.9,False,False,False,True,Regular,False
8194,3° EF,18,Masculino,True,False,False,False,Parda,Urbana,Aprovado,False,86.2,4.9,Baixo,7029.03,0.9,False,False,False,False,Regular,False
8195,5° EF,12,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,84.8,8.5,Muito baixo,1183.62,3.5,False,False,False,True,Regular,False
8196,4° EF,11,Feminino,True,True,True,False,Preta,Urbana,Aprovado,False,82.6,5.3,Muito baixo,8674.7,3.6,False,False,False,True,Regular,False
8197,9° EF,15,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,89.7,6.8,Médio,8674.05,2.6,False,False,False,True,Ruim,False
8198,4° EF,17,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,85.0,7.1,Baixo,7424.15,0.7,False,False,False,True,Boa,False
8199,7° EF,10,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,85.9,8.4,Médio,5820.22,1.9,False,False,False,True,Ruim,False
8200,1° EF,13,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,95.6,1.0,Médio,2376.15,4.2,False,False,False,False,Boa,False
8201,3° EF,16,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,86.0,9.1,Médio,6329.31,2.7,True,False,False,False,Regular,False
8202,5° EF,6,Feminino,False,True,False,True,Branca,Urbana,Aprovado,False,81.6,5.1,Muito baixo,9011.6,3.0,False,True,False,False,Regular,False
8203,3° EM,6,Masculino,True,True,False,False,Parda,Rural,Aprovado,False,82.6,6.5,Muito baixo,2217.96,2.7,False,False,False,False,Boa,False
8204,5° EF,12,Feminino,True,True,True,True,Branca,Urbana,Aprovado,False,85.1,2.9,Médio,1665.02,2.4,False,False,False,False,Boa,False
8205,8° EF,11,Feminino,False,True,True,False,Parda,Urbana,Evadido,False,76.2,7.4,Médio,2075.89,0.7,True,False,False,False,Boa,False
8206,3° EF,9,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,77.3,9.5,Médio,2260.33,2.9,False,False,False,True,Boa,False
8207,2° EF,11,Feminino,False,True,True,True,Branca,Urbana,Aprovado,False,77.2,8.4,Alto,1463.11,2.8,True,False,False,False,Boa,False
8208,1° EF,6,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,99.6,8.1,Baixo,6422.4,0.9,False,False,False,False,Regular,False
8209,4° EF,9,Masculino,False,True,False,False,Preta,Urbana,Evadido,False,77.3,8.0,Alto,7505.1,1.5,False,False,False,True,Regular,False
8210,2° EF,6,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,85.1,8.4,Baixo,5898.11,2.0,False,False,False,False,Boa,False
8211,3° EF,8,Feminino,False,True,True,True,Parda,Urbana,Aprovado,False,81.6,6.5,Muito baixo,3722.02,2.2,False,False,False,True,Ruim,False
8212,1° EM,11,Masculino,False,True,True,True,Branca,Urbana,Reprovado,False,81.9,9.0,Médio,5275.19,2.2,False,False,False,True,Regular,False
8213,1° EF,19,Outro,False,True,False,False,Parda,Urbana,Aprovado,False,90.5,5.8,Baixo,4318.86,1.2,False,True,False,False,Regular,False
8214,7° EF,7,Feminino,False,False,True,False,Parda,Rural,Em andamento,False,71.7,9.2,Médio,6677.95,2.2,True,True,False,False,Ruim,False
8215,5° EF,17,Feminino,False,True,True,False,Branca,Rural,Reprovado,True,74.5,4.3,Médio,8190.78,1.5,False,False,False,False,Boa,False
8216,7° EF,16,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,91.7,7.2,Muito baixo,5996.25,3.1,False,True,False,False,Boa,False
8217,7° EF,8,Masculino,True,True,True,True,Branca,Urbana,Aprovado,False,94.4,2.6,Baixo,7710.51,1.2,False,False,False,False,Boa,False
8218,4° EF,15,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,93.2,8.3,Baixo,2139.49,3.2,False,False,True,False,Boa,False
8219,4° EF,18,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,83.7,7.3,Médio,7656.82,2.0,True,False,False,True,Regular,False
8220,9° EF,11,Masculino,False,False,True,False,Não declarada,Rural,Evadido,False,75.7,6.9,Baixo,1964.22,4.0,True,False,False,False,Boa,False
8221,2° EM,9,Feminino,False,True,False,False,Indígena,Rural,Aprovado,False,78.2,2.4,Médio,4438.53,1.3,False,False,True,False,Boa,True
8222,3° EF,6,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,74.8,0.4,Baixo,7278.21,0.5,False,False,True,True,Boa,True
8223,2° EF,12,Outro,False,True,True,False,Preta,Urbana,Aprovado,False,93.3,6.1,Médio,1910.2,0.4,True,True,False,False,Regular,False
8224,2° EM,9,Feminino,False,False,True,False,Branca,Urbana,Aprovado,False,82.9,9.0,Alto,4289.8,3.5,False,False,False,True,Regular,False
8225,5° EF,15,Feminino,True,True,False,True,Branca,Urbana,Aprovado,False,83.4,7.5,Médio,1437.72,1.8,False,False,False,False,Boa,False
8226,7° EF,8,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,91.7,5.2,Médio,8736.08,2.8,True,True,False,False,Boa,False
8227,5° EF,16,Masculino,True,True,True,True,Não declarada,Urbana,Aprovado,False,99.4,7.7,Médio,3794.47,2.6,True,False,False,False,Boa,False
8228,2° EF,14,Masculino,False,True,True,True,Parda,Urbana,Aprovado,False,80.3,10.0,Baixo,4292.84,3.5,False,False,False,False,Ruim,False
8229,8° EF,16,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,76.9,6.5,Baixo,7084.96,2.9,False,True,False,False,Boa,False
