id_aluno,etapa_ensino,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
303,7° EF,False,Feminino,18,False,False,True,False,Branca,Urbana,Em andamento,False,88.3,9.7,Médio,6791.66,1.5,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,True,Moderado,Boa,Parcial,Média,Boa,0.07255676209279374,False
304,8° EF,False,Feminino,14,True,True,True,False,Parda,Urbana,Aprovado,False,83.2,7.5,Médio,2853.04,1.2,False,False,False,False,False,Médio,Regular,Alta,False,Alta,True,False,Alto,Boa,Completa,Alta,Boa,0.20631786771964464,False
305,9° EF,False,Feminino,6,True,True,False,False,Branca,Urbana,Aprovado,False,97.9,8.1,Médio,1461.07,1.6,True,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,False,Moderado,Regular,Completa,Baixa,Boa,0.2686739058900955,False
306,3° EM,False,Masculino,7,False,True,False,False,Parda,Urbana,Reprovado,False,85.7,5.1,Médio,2743.62,1.6,False,False,False,False,False,Médio,Bom,Média,True,Média,False,False,Moderado,Ruim,Insuficiente,Alta,Boa,0.3124383020730504,False
307,7° EF,False,Outro,7,False,True,True,True,Branca,Rural,Aprovado,False,75.5,5.2,Baixo,2564.11,2.6,False,False,True,False,False,Alto,Ruim,Baixa,False,Alta,True,False,Moderado,Boa,Completa,Alta,Boa,0.3578479763079961,True
308,4° EF,False,Masculino,6,False,True,True,False,Branca,Urbana,Aprovado,False,90.5,5.6,Muito baixo,3833.21,0.4,False,False,False,True,False,Médio,Bom,Alta,False,Alta,False,False,Moderado,Boa,Completa,Média,Regular,0.5931227377426787,True
309,1° EM,False,Masculino,17,True,True,True,False,Não declarada,Urbana,Aprovado,False,76.9,9.6,Alto,4476.87,0.9,False,False,False,True,False,Alto,Ruim,Média,False,Alta,False,False,Moderado,Boa,Insuficiente,Alta,Regular,0.4628167160250083,False
310,4° EF,False,Feminino,12,False,True,True,False,Parda,Rural,Aprovado,False,84.5,6.7,Muito baixo,5195.4,2.3,True,False,False,False,False,Alto,Bom,Alta,False,Média,False,False,Alto,Boa,Parcial,Alta,Ruim,0.4039157617637381,False
311,6° EF,False,Feminino,6,False,True,False,False,Parda,Urbana,Aprovado,False,88.2,9.3,Muito baixo,4941.89,2.6,False,False,False,False,False,Alto,Regular,Alta,False,Alta,True,True,Baixo,Boa,Completa,Alta,Boa,0.09279368213228031,False
312,1° EF,False,Feminino,10,False,True,True,False,Parda,Urbana,Aprovado,False,96.3,3.5,Baixo,3298.25,2.6,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,False,Alto,Boa,Completa,Média,Boa,0.33909180651530113,True
313,1° EF,False,Feminino,15,False,True,False,False,Branca,Urbana,Aprovado,False,87.9,9.0,Baixo,1372.06,1.2,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,True,Baixo,Ruim,Completa,Alta,Regular,0.10908193484698911,False
314,3° EM,False,Feminino,6,False,True,False,False,Branca,Urbana,Reprovado,False,92.3,6.0,Médio,5965.57,1.0,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Alto,Boa,Parcial,Alta,Boa,0.23543928923988158,False
315,1° EM,False,Masculino,8,False,True,False,False,Indígena,Urbana,Aprovado,False,99.8,8.5,Médio,4295.78,1.5,False,False,False,True,False,Baixo,Regular,Média,True,Baixa,False,False,Alto,Boa,Completa,Média,Regular,0.40408028956893727,False
316,9° EF,False,Feminino,7,False,True,True,False,Parda,Urbana,Reprovado,False,77.8,1.6,Muito baixo,3521.55,2.2,True,False,True,False,False,Alto,Bom,Alta,False,Alta,False,False,Baixo,Boa,Parcial,Alta,Regular,0.6887133925633433,True
317,5° EF,False,Feminino,13,False,True,True,True,Parda,Urbana,Aprovado,False,82.6,9.6,Baixo,8053.95,3.5,True,False,False,False,False,Baixo,Regular,Alta,False,Média,True,False,Moderado,Ruim,Completa,Alta,Boa,0.2701546561368872,False
318,3° EF,False,Feminino,17,False,True,True,False,Parda,Urbana,Evadido,False,85.7,4.8,Médio,7095.28,0.0,True,False,False,False,False,Médio,Regular,Média,True,Alta,False,True,Baixo,Regular,Parcial,Média,Regular,0.49177360974004614,False
319,2° EF,False,Masculino,9,False,False,False,False,Parda,Urbana,Evadido,False,86.3,6.3,Alto,7980.77,1.8,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,False,Moderado,Boa,Completa,Alta,Boa,0.2502467917077987,False
320,3° EF,False,Feminino,8,False,True,True,False,Branca,Urbana,Aprovado,False,86.0,9.4,Médio,5087.28,0.7,False,False,False,False,False,Médio,Regular,Média,False,Baixa,False,False,Baixo,Boa,Parcial,Baixa,Ruim,0.09871668311944719,False
321,7° EF,False,Feminino,9,False,True,False,False,Branca,Urbana,Aprovado,False,97.2,7.9,Muito baixo,2183.68,0.3,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,False,Moderado,Boa,Completa,Média,Boa,0.11747285291214213,False
322,9° EF,False,Masculino,13,True,True,False,False,Branca,Urbana,Aprovado,False,92.6,7.4,Médio,6692.32,3.0,False,False,False,False,False,Médio,Regular,Baixa,True,Alta,False,False,Moderado,Boa,Completa,Média,Boa,0.1648568608094768,False
323,8° EF,False,Feminino,7,True,True,True,False,Branca,Urbana,Reprovado,False,90.3,9.2,Médio,2783.0,2.5,False,False,False,False,False,Médio,Regular,Baixa,False,Alta,False,False,Alto,Regular,Completa,Alta,Regular,0.08736426456071082,False
324,4° EF,False,Masculino,16,False,True,True,False,Parda,Urbana,Aprovado,False,83.6,7.8,Muito alto,4658.56,2.4,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,False,Moderado,Boa,Completa,Média,Regular,0.18953603158933868,False
325,3° EM,True,Outro,6,True,True,False,False,Parda,Urbana,Evadido,False,84.1,7.5,Muito baixo,222.19,3.9,False,False,False,False,True,Baixo,Ruim,Alta,True,Alta,False,False,Baixo,Ruim,Parcial,Baixa,Boa,0.20187561697926953,False
326,9° EF,False,Feminino,14,False,True,True,True,Parda,Urbana,Reprovado,False,98.5,3.6,Baixo,7721.89,1.5,False,False,False,False,False,Alto,Ruim,Alta,True,Alta,False,False,Alto,Boa,Parcial,Baixa,Ruim,0.3232971372161896,True
327,7° EF,False,Masculino,17,False,True,False,False,Branca,Urbana,Em andamento,False,95.0,6.7,Muito baixo,2143.88,1.6,False,False,False,False,False,Baixo,Bom,Baixa,True,Alta,False,False,Baixo,Regular,Completa,Baixa,Ruim,0.18756169792694968,False
328,8° EF,False,Feminino,9,False,True,True,False,Preta,Urbana,Aprovado,False,59.9,5.3,Muito baixo,8342.33,4.2,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,False,Alto,Ruim,Parcial,Alta,Ruim,0.4299111549851926,False
329,6° EF,False,Outro,11,True,False,True,False,Parda,Urbana,Aprovado,False,90.9,8.6,Muito baixo,8032.33,1.8,False,False,True,False,False,Alto,Regular,Média,False,Alta,False,True,Moderado,Ruim,Parcial,Alta,Boa,0.1140177690029615,False
330,3° EF,False,Masculino,19,True,True,True,False,Parda,Urbana,Evadido,False,72.8,3.6,Baixo,4844.82,2.7,False,False,False,False,True,Baixo,Ruim,Baixa,False,Baixa,False,False,Moderado,Boa,Parcial,Alta,Boa,0.45014807502467924,False
331,5° EF,False,Masculino,12,False,True,True,False,Preta,Urbana,Reprovado,False,82.2,6.2,Médio,7076.33,2.0,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,False,Alto,Ruim,Completa,Média,Boa,0.2754195459032577,False
332,1° EM,False,Masculino,8,False,True,False,False,Branca,Rural,Reprovado,False,73.6,6.7,Médio,6079.97,0.2,False,False,True,False,False,Alto,Bom,Alta,False,Alta,False,False,Alto,Regular,Parcial,Alta,Boa,0.29318854886475826,True
333,1° EF,False,Feminino,11,False,True,True,False,Parda,Urbana,Aprovado,False,90.2,9.1,Médio,7544.57,0.0,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,False,Alto,Regular,Completa,Alta,Boa,0.09279368213228038,False
334,2° EF,False,Feminino,19,True,True,True,False,Branca,Urbana,Aprovado,False,92.0,4.2,Alto,4583.39,1.4,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,False,Alto,Boa,Completa,Média,Ruim,0.32576505429417574,False
335,1° EF,False,Feminino,14,False,True,True,False,Preta,Urbana,Aprovado,False,77.0,9.1,Muito baixo,7406.85,3.1,False,True,False,False,False,Baixo,Bom,Baixa,True,Alta,False,False,Moderado,Boa,Completa,Baixa,Regular,0.15794669299111555,False
336,1° EF,False,Feminino,7,False,True,True,False,Parda,Urbana,Aprovado,False,85.4,6.8,Médio,4827.86,2.8,True,False,True,False,False,Médio,Regular,Média,True,Baixa,False,False,Moderado,Boa,Completa,Média,Boa,0.3945376768673906,False
337,2° EM,False,Masculino,13,True,True,False,False,Parda,Urbana,Aprovado,False,87.0,7.3,Muito baixo,8644.35,2.9,True,False,False,False,False,Alto,Bom,Média,True,Alta,False,False,Baixo,Boa,Insuficiente,Baixa,Ruim,0.3619611714379731,True
338,9° EF,False,Masculino,13,True,True,False,False,Parda,Urbana,Aprovado,False,85.1,6.8,Médio,5018.61,1.0,False,False,False,False,False,Médio,Bom,Média,True,Média,False,False,Alto,Ruim,Completa,Baixa,Ruim,0.23149062191510372,True
339,6° EF,False,Feminino,13,True,True,False,False,Parda,Urbana,Reprovado,False,77.3,4.8,Muito baixo,4829.16,3.6,False,False,False,False,False,Médio,Bom,Média,True,Baixa,False,False,Alto,Boa,Parcial,Alta,Ruim,0.3687068114511353,True
340,2° EF,False,Feminino,12,False,True,True,False,Amarela,Urbana,Aprovado,False,86.2,8.9,Médio,7400.98,1.0,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Moderado,Regular,Completa,Média,Regular,0.1224086870681145,False
341,6° EF,False,Feminino,12,False,True,False,False,Preta,Urbana,Aprovado,False,93.4,5.5,Médio,7692.14,2.2,False,False,False,True,False,Alto,Bom,Média,True,Média,False,False,Alto,Regular,Parcial,Média,Boa,0.5837446528463311,False
342,6° EF,False,Masculino,13,False,True,True,False,Branca,Urbana,Aprovado,False,74.4,7.9,Baixo,5561.89,2.0,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,True,Moderado,Regular,Completa,Média,Regular,0.23000987166831194,False
343,3° EF,False,Masculino,9,False,True,True,False,Preta,Urbana,Aprovado,False,75.1,8.2,Baixo,2573.43,1.8,False,True,False,False,False,Alto,Ruim,Baixa,False,Alta,False,False,Baixo,Boa,Completa,Alta,Ruim,0.2117472852912143,False
344,6° EF,False,Masculino,9,False,True,True,False,Branca,Urbana,Aprovado,False,84.7,0.1,Baixo,4870.15,3.3,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,True,Alto,Boa,Parcial,Média,Regular,0.5641658440276407,True
345,5° EF,False,Masculino,12,True,True,True,False,Parda,Urbana,Aprovado,False,98.1,7.0,Médio,8860.55,1.3,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,False,Baixo,Regular,Completa,Baixa,Boa,0.1574531095755183,False
346,8° EF,False,Outro,16,True,True,True,False,Parda,Urbana,Aprovado,False,91.6,5.7,Muito baixo,7145.07,0.7,True,False,False,False,False,Médio,Bom,Alta,False,Média,True,False,Alto,Regular,Completa,Alta,Boa,0.41822968081605805,False
347,8° EF,False,Masculino,11,True,False,True,True,Parda,Urbana,Aprovado,False,91.8,6.0,Médio,7609.07,2.0,False,False,False,False,False,Médio,Ruim,Média,False,Alta,False,False,Baixo,Regular,Completa,Alta,Boa,0.23790720631786777,False
348,1° EF,False,Feminino,10,True,True,True,False,Parda,Rural,Aprovado,False,84.9,6.8,Médio,1401.21,1.6,False,False,False,False,False,Baixo,Bom,Alta,True,Média,False,True,Moderado,Regular,Completa,Alta,Regular,0.23247778874629813,True
349,5° EF,False,Masculino,8,False,True,False,False,Branca,Urbana,Reprovado,False,90.0,6.0,Muito baixo,4870.95,5.4,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,True,Moderado,Regular,Completa,Média,Regular,0.246791707798618,False
350,8° EF,False,Masculino,9,False,True,True,False,Branca,Urbana,Aprovado,False,66.1,4.9,Alto,6296.72,2.7,False,False,False,False,False,Médio,Ruim,Alta,True,Média,False,False,Alto,Boa,Parcial,Média,Boa,0.41905231984205343,False
351,7° EF,False,Masculino,6,True,True,True,False,Branca,Urbana,Reprovado,False,90.9,5.1,Alto,7759.57,1.6,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Alto,Boa,Insuficiente,Baixa,Regular,0.28677196446199416,False
352,2° EM,False,Masculino,16,False,True,True,True,Branca,Urbana,Evadido,False,97.3,8.8,Médio,1532.4,0.9,False,False,False,True,False,Baixo,Bom,Alta,False,Média,False,False,Moderado,Ruim,Completa,Média,Boa,0.401612372490951,True
353,8° EF,False,Feminino,17,False,True,True,False,Branca,Urbana,Evadido,False,90.4,5.8,Baixo,7938.28,0.1,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,False,Moderado,Regular,Completa,Média,Ruim,0.25468904244817375,False
354,3° EF,False,Masculino,9,False,True,False,False,Parda,Urbana,Aprovado,False,96.3,7.6,Alto,5513.34,1.0,False,False,False,False,False,Alto,Regular,Alta,True,Média,True,False,Baixo,Ruim,Parcial,Média,Boa,0.1367226061204344,False
355,1° EF,False,Masculino,11,True,True,True,False,Parda,Rural,Evadido,False,92.8,8.9,Muito baixo,2713.14,2.1,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Moderado,Boa,Completa,Média,Regular,0.08983218163869695,True
356,8° EF,False,Feminino,6,False,False,False,False,Parda,Urbana,Evadido,False,77.3,5.9,Alto,3669.76,3.4,True,False,False,False,False,Alto,Regular,Baixa,False,Baixa,False,False,Alto,Ruim,Completa,Alta,Boa,0.47894044093451804,False
357,1° EF,False,Masculino,18,True,True,True,False,Branca,Urbana,Aprovado,False,97.0,6.5,Baixo,3388.01,3.1,False,False,True,False,False,Alto,Bom,Baixa,False,Alta,False,False,Baixo,Boa,Completa,Alta,Boa,0.18756169792694968,False
358,7° EF,False,Masculino,18,False,True,True,False,Parda,Rural,Evadido,False,74.1,5.6,Médio,5373.43,2.2,False,False,False,False,False,Baixo,Ruim,Alta,False,Alta,False,False,Alto,Regular,Insuficiente,Alta,Boa,0.345014807502468,False
359,3° EM,False,Feminino,11,False,True,True,False,Branca,Urbana,Aprovado,False,88.7,10.0,Muito baixo,1551.63,1.7,False,False,False,False,False,Baixo,Ruim,Alta,False,Média,False,False,Baixo,Regular,Completa,Alta,Regular,0.055774925962487655,False
360,7° EF,False,Masculino,6,False,True,True,False,Branca,Urbana,Reprovado,False,78.2,6.8,Muito baixo,2403.85,2.3,True,True,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Moderado,Boa,Parcial,Baixa,Regular,0.4300756827903916,False
361,5° EF,False,Feminino,10,False,True,True,True,Branca,Rural,Aprovado,False,66.7,5.1,Baixo,7621.28,1.5,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,False,Baixo,Regular,Parcial,Média,Boa,0.4062191510365253,False
362,8° EF,False,Feminino,9,False,True,False,False,Parda,Urbana,Aprovado,True,86.3,5.8,Muito baixo,2197.02,3.7,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,False,Baixo,Regular,Completa,Média,Boa,0.43945376768673916,False
363,6° EF,False,Feminino,8,False,True,False,False,Parda,Rural,Em andamento,False,83.2,5.0,Muito alto,3000.92,1.8,False,False,False,False,False,Alto,Regular,Baixa,False,Alta,False,True,Moderado,Boa,Completa,Baixa,Boa,0.3297137216189536,False
364,7° EF,False,Masculino,6,True,True,False,False,Indígena,Urbana,Aprovado,False,87.7,9.5,Médio,4755.39,1.9,True,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Moderado,Regular,Insuficiente,Alta,Boa,0.24991773609740048,False
365,3° EM,False,Outro,10,False,True,True,False,Branca,Urbana,Aprovado,False,89.6,7.5,Baixo,5263.85,0.2,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,False,Moderado,Boa,Completa,Alta,Ruim,0.1747285291214216,False
366,5° EF,False,Masculino,10,False,True,True,False,Parda,Urbana,Aprovado,False,72.1,0.3,Médio,7229.8,1.8,False,False,False,False,False,Médio,Regular,Média,False,Média,False,False,Moderado,Boa,Parcial,Alta,Regular,0.6164856860809479,True
367,3° EM,False,Masculino,12,True,True,True,False,Preta,Urbana,Aprovado,False,77.4,9.8,Alto,4707.23,2.8,False,False,True,False,False,Alto,Regular,Alta,False,Alta,False,False,Baixo,Regular,Completa,Alta,Boa,0.12142152023692,False
368,2° EM,False,Masculino,10,True,True,True,False,Branca,Urbana,Aprovado,False,89.2,5.2,Alto,7439.2,0.9,False,False,False,False,False,Alto,Regular,Alta,True,Alta,True,False,Alto,Boa,Completa,Baixa,Boa,0.29022704837117475,False
369,3° EF,True,Feminino,9,False,True,True,False,Parda,Urbana,Evadido,False,70.9,5.7,Muito baixo,2113.63,2.2,True,False,False,False,False,Alto,Regular,Baixa,True,Alta,False,False,Baixo,Boa,Completa,Baixa,Ruim,0.5204014478446859,True
370,1° EF,False,Feminino,15,False,True,True,False,Parda,Urbana,Aprovado,False,92.9,6.2,Baixo,2041.46,2.8,True,False,False,False,False,Médio,Bom,Baixa,True,Média,False,False,Moderado,Boa,Parcial,Média,Boa,0.3871339256334321,False
371,2° EF,False,Masculino,10,False,True,True,False,Preta,Urbana,Aprovado,False,91.2,7.3,Alto,2386.27,0.5,False,False,False,False,True,Alto,Regular,Média,False,Alta,False,False,Baixo,Ruim,Completa,Média,Ruim,0.17670286278381048,True
372,1° EF,False,Masculino,10,False,True,True,False,Não declarada,Urbana,Aprovado,False,95.6,5.0,Baixo,4625.09,3.1,False,False,False,False,False,Alto,Regular,Média,True,Alta,False,False,Moderado,Boa,Completa,Baixa,Regular,0.2685093780848964,False
373,2° EF,False,Masculino,8,False,False,True,False,Parda,Urbana,Evadido,False,92.1,5.1,Médio,4304.91,1.5,True,False,False,True,False,Alto,Bom,Baixa,False,Alta,True,False,Baixo,Ruim,Completa,Alta,Boa,0.7744323790720634,False
374,9° EF,False,Feminino,10,False,True,False,False,Parda,Urbana,Aprovado,False,86.5,0.2,Muito baixo,7069.76,1.6,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,False,Alto,Regular,Insuficiente,Média,Ruim,0.5503455083909182,True
375,1° EF,False,Masculino,8,True,True,True,False,Branca,Urbana,Aprovado,False,91.7,6.6,Médio,5771.24,0.9,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,False,Alto,Regular,Completa,Média,Ruim,0.20878578479763085,False
376,4° EF,False,Masculino,15,False,True,False,False,Branca,Urbana,Aprovado,False,82.7,5.9,Muito baixo,4235.07,2.4,False,False,False,False,False,Baixo,Regular,Alta,False,Média,False,False,Moderado,Regular,Parcial,Alta,Regular,0.28775913129318853,False
377,1° EM,False,Feminino,18,True,True,False,False,Preta,Urbana,Aprovado,False,83.5,8.5,Médio,2501.35,4.5,False,True,False,False,False,Alto,Ruim,Média,False,Baixa,False,False,Baixo,Ruim,Completa,Média,Ruim,0.15547877591312934,False
378,1° EF,False,Masculino,16,True,True,False,False,Branca,Urbana,Aprovado,False,94.2,9.6,Muito baixo,2948.61,2.8,False,True,False,False,False,Médio,Ruim,Alta,False,Alta,False,False,Baixo,Boa,Completa,Baixa,Boa,0.04837117472852913,False
379,1° EM,False,Feminino,14,False,True,False,False,Branca,Rural,Aprovado,False,86.8,3.9,Baixo,5729.48,1.1,False,True,True,True,False,Alto,Regular,Alta,False,Alta,False,False,Alto,Ruim,Completa,Alta,Regular,0.6952945047713065,True
380,4° EF,False,Masculino,9,False,True,True,False,Parda,Urbana,Evadido,False,94.4,7.0,Baixo,4516.66,3.1,True,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,False,Alto,Boa,Completa,Alta,Boa,0.34024350115169466,False
381,2° EF,False,Feminino,15,False,True,True,False,Parda,Urbana,Reprovado,False,95.0,7.0,Médio,5246.36,1.7,False,False,False,False,False,Alto,Bom,Baixa,True,Média,False,True,Baixo,Regular,Completa,Alta,Boa,0.1727541954590326,False
382,9° EF,False,Masculino,16,False,True,True,False,Branca,Rural,Aprovado,False,95.9,7.7,Médio,2500.69,3.4,False,False,False,False,False,Baixo,Bom,Alta,True,Média,False,False,Alto,Boa,Insuficiente,Alta,Boa,0.13376110562685092,False
383,8° EF,False,Feminino,10,False,True,False,False,Preta,Urbana,Aprovado,False,97.4,7.0,Muito baixo,6426.61,2.8,False,False,False,False,False,Baixo,Regular,Média,True,Alta,True,False,Moderado,Regular,Completa,Baixa,Ruim,0.16090819348469892,False
384,2° EM,False,Feminino,17,True,True,False,False,Branca,Urbana,Aprovado,False,86.5,7.3,Muito alto,7939.08,0.9,False,True,False,False,False,Alto,Bom,Baixa,True,Alta,False,False,Moderado,Ruim,Insuficiente,Média,Regular,0.1999012833168806,False
385,9° EF,False,Masculino,7,False,True,True,False,Indígena,Urbana,Evadido,False,83.8,8.0,Médio,3196.67,1.0,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,True,False,Moderado,Boa,Parcial,Média,Ruim,0.17867719644619945,False
386,1° EM,False,Masculino,9,True,True,False,False,Branca,Urbana,Aprovado,False,89.7,2.0,Alto,5059.62,2.9,True,False,False,False,True,Alto,Bom,Média,False,Alta,False,False,Baixo,Regular,Completa,Alta,Boa,0.6102336294833828,True
387,4° EF,False,Feminino,13,True,True,False,False,Parda,Urbana,Aprovado,False,85.1,6.6,Baixo,8920.01,2.2,False,False,True,False,False,Alto,Bom,Alta,False,Alta,False,False,Baixo,Boa,Parcial,Alta,Boa,0.24136229022704844,False
388,3° EF,False,Masculino,13,False,True,True,False,Branca,Urbana,Aprovado,False,90.1,6.7,Médio,3797.27,1.0,False,True,False,False,False,Alto,Ruim,Média,True,Alta,False,False,Alto,Boa,Insuficiente,Baixa,Boa,0.21174728529121425,False
389,9° EF,False,Masculino,8,False,True,False,False,Branca,Urbana,Aprovado,False,92.4,1.5,Baixo,5885.37,1.4,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,False,Alto,Ruim,Completa,Média,Boa,0.45705824284304053,False
390,1° EM,False,Masculino,13,True,True,True,False,Indígena,Urbana,Aprovado,False,92.0,5.5,Baixo,1858.78,0.1,False,False,False,False,False,Médio,Regular,Média,True,Baixa,False,False,Alto,Boa,Completa,Média,Regular,0.2615992102665351,True
391,3° EM,False,Masculino,8,False,True,False,False,Amarela,Urbana,Aprovado,False,85.2,0.9,Baixo,5972.85,1.9,False,False,False,False,False,Alto,Bom,Média,False,Alta,True,False,Moderado,Regular,Completa,Alta,Regular,0.5222112537018756,True
392,5° EF,False,Feminino,6,False,True,True,False,Parda,Urbana,Aprovado,False,79.2,7.9,Muito baixo,1854.29,4.2,False,False,False,False,False,Alto,Ruim,Alta,True,Alta,False,False,Moderado,Ruim,Completa,Média,Regular,0.20631786771964458,False
393,5° EF,False,Feminino,6,False,False,True,False,Parda,Urbana,Reprovado,False,86.5,5.8,Muito alto,8790.07,2.8,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Moderado,Ruim,Completa,Média,Regular,0.273938795656466,False
394,1° EM,False,Feminino,12,False,True,False,False,Amarela,Rural,Evadido,False,78.2,9.7,Baixo,6847.38,4.2,False,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,False,Baixo,Ruim,Completa,Média,Ruim,0.12240868706811454,False
395,5° EF,True,Feminino,10,True,True,True,False,Não declarada,Urbana,Evadido,False,87.0,5.7,Alto,2694.09,3.9,True,False,False,False,False,Médio,Regular,Média,True,Baixa,False,False,Baixo,Boa,Completa,Alta,Regular,0.4409345179335309,True
396,3° EM,False,Feminino,7,False,True,False,False,Parda,Rural,Aprovado,False,84.5,4.8,Baixo,6755.2,3.0,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,False,Alto,Regular,Completa,Alta,Ruim,0.3331688055281343,False
397,2° EM,False,Feminino,8,False,True,True,False,Não declarada,Urbana,Aprovado,False,78.7,1.5,Médio,5842.96,4.0,False,False,True,False,False,Alto,Regular,Baixa,False,Alta,False,False,Alto,Boa,Completa,Alta,Boa,0.5246791707798618,True
398,6° EF,False,Masculino,14,False,True,False,False,Branca,Urbana,Aprovado,False,69.7,5.6,Muito baixo,4727.81,2.4,False,True,False,False,False,Médio,Regular,Alta,False,Alta,False,False,Moderado,Boa,Parcial,Alta,Boa,0.36673247778874635,True
399,9° EF,False,Feminino,15,False,True,True,False,Indígena,Urbana,Reprovado,False,91.1,3.9,Baixo,7985.61,1.8,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,True,Alto,Ruim,Completa,Média,Boa,0.345014807502468,False
400,9° EF,False,Feminino,8,False,True,True,False,Branca,Urbana,Aprovado,False,90.9,3.2,Médio,8770.93,3.0,False,False,False,False,False,Médio,Regular,Média,True,Alta,False,False,Alto,Boa,Completa,Média,Regular,0.3805528134254689,True
401,2° EF,False,Feminino,7,False,True,False,False,Parda,Urbana,Reprovado,False,84.4,0.4,Muito baixo,5119.61,3.5,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,True,Baixo,Regular,Completa,Média,Boa,0.5508390918065154,False
402,2° EM,False,Feminino,11,False,True,False,False,Parda,Rural,Reprovado,False,74.5,7.6,Médio,8569.14,1.5,False,False,False,False,False,Alto,Regular,Alta,True,Média,False,False,Moderado,Boa,Parcial,Baixa,Ruim,0.24432379072063187,True
403,7° EF,False,Masculino,9,False,True,True,False,Parda,Urbana,Aprovado,False,86.0,8.6,Médio,5791.95,1.3,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,False,Alto,Boa,Completa,Baixa,Ruim,0.1382033563672261,False
404,1° EM,False,Feminino,9,True,True,True,False,Branca,Urbana,Aprovado,False,83.6,4.8,Muito baixo,5433.44,2.1,False,False,False,False,True,Alto,Bom,Baixa,False,Alta,False,False,Moderado,Ruim,Parcial,Média,Regular,0.33761105626850946,False
405,4° EF,False,Masculino,16,False,True,True,False,Branca,Urbana,Aprovado,False,91.8,6.7,Muito baixo,4764.26,2.8,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,False,Moderado,Ruim,Parcial,Alta,Boa,0.20335636722606124,False
406,2° EM,False,Masculino,19,False,True,False,False,Branca,Urbana,Aprovado,False,90.2,4.3,Médio,2808.64,2.8,False,False,False,False,False,Alto,Regular,Alta,True,Média,False,False,Alto,Regular,Completa,Baixa,Ruim,0.3297137216189536,True
407,5° EF,False,Masculino,11,False,False,False,False,Branca,Urbana,Reprovado,False,84.9,2.6,Baixo,1169.07,0.6,False,False,False,False,False,Médio,Regular,Alta,True,Baixa,False,False,Moderado,Boa,Completa,Alta,Boa,0.43978282329713725,True
408,1° EF,False,Masculino,16,False,True,False,False,Parda,Rural,Reprovado,False,81.0,9.8,Baixo,3065.61,3.9,False,False,False,False,False,Baixo,Bom,Média,False,Alta,True,False,Alto,Boa,Completa,Média,Boa,0.10365251727541952,False
409,2° EM,False,Masculino,9,False,True,True,False,Branca,Urbana,Evadido,False,99.6,9.5,Baixo,5204.85,1.4,False,False,False,False,False,Médio,Regular,Baixa,False,Baixa,False,True,Moderado,Boa,Completa,Alta,Ruim,0.026653504442250772,False
